cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
CVE-2010-0001,0.12051,0.93364		
CVE-2010-0002,0.00333,0.55312		
CVE-2010-0003,0.00063,0.20011		
CVE-2010-0004,0.0082,0.73095		
CVE-2010-0005,0.00477,0.63688		
CVE-2010-0006,0.02175,0.83396		
CVE-2010-0007,0.00068,0.21569		
CVE-2010-0008,0.04145,0.88002		
CVE-2010-0009,0.00643,0.69374		
CVE-2010-0010,0.47445,0.97498		
CVE-2010-0011,0.00934,0.74881		
CVE-2010-0012,0.00297,0.52475		
CVE-2010-0013,0.12308,0.93452		
CVE-2010-0014,0.00133,0.34394		
CVE-2010-0015,0.01817,0.81832		
CVE-2010-0016,0.44297,0.97339		
CVE-2010-0017,0.41014,0.97163		
CVE-2010-0018,0.65957,0.98371		
CVE-2010-0019,0.21627,0.9533		
CVE-2010-0020,0.39978,0.97097		
CVE-2010-0021,0.1244,0.93495		
CVE-2010-0022,0.79033,0.98978		
CVE-2010-0023,0.01728,0.81366		
CVE-2010-0024,0.40008,0.971		
CVE-2010-0025,0.54363,0.97832		
CVE-2010-0026,0.00624,0.68915		
CVE-2010-0027,0.69488,0.9853		
CVE-2010-0028,0.69314,0.9852		
CVE-2010-0029,0.63061,0.98247		
CVE-2010-0030,0.62128,0.98212		
CVE-2010-0031,0.57317,0.97979		
CVE-2010-0032,0.52435,0.97741		
CVE-2010-0033,0.79096,0.9898		
CVE-2010-0034,0.62128,0.98212		
CVE-2010-0035,0.49276,0.97597		
CVE-2010-0036,0.01564,0.80454		
CVE-2010-0037,0.04726,0.88767		
CVE-2010-0038,0.00078,0.24102		
CVE-2010-0039,0.00307,0.53186		
CVE-2010-0040,0.19782,0.95066		
CVE-2010-0041,0.01191,0.77671		
CVE-2010-0042,0.00957,0.75181		
CVE-2010-0043,0.16213,0.94404		
CVE-2010-0044,0.00464,0.63047		
CVE-2010-0045,0.02733,0.8515		
CVE-2010-0046,0.09029,0.92127		
CVE-2010-0047,0.06257,0.90351		
CVE-2010-0048,0.04724,0.88764		
CVE-2010-0049,0.36531,0.9686		
CVE-2010-0050,0.51649,0.97709		
CVE-2010-0051,0.02404,0.84148		
CVE-2010-0052,0.08537,0.91874		
CVE-2010-0053,0.06495,0.90553		
CVE-2010-0054,0.08537,0.91874		
CVE-2010-0055,0.00647,0.69501		
CVE-2010-0056,0.01449,0.79654		
CVE-2010-0057,0.00225,0.45248		
CVE-2010-0058,0.00904,0.74449		
CVE-2010-0059,0.04649,0.88678		
CVE-2010-0060,0.01927,0.82318		
CVE-2010-0062,0.03588,0.87084		
CVE-2010-0063,0.00345,0.5616		
CVE-2010-0064,0.00039,0.10876		
CVE-2010-0065,0.01178,0.77549		
CVE-2010-0066,0.00643,0.69372		
CVE-2010-0067,0.00663,0.6992		
CVE-2010-0068,0.00433,0.61514		
CVE-2010-0069,0.0042,0.60802		
CVE-2010-0070,0.00643,0.69372		
CVE-2010-0071,0.19357,0.95001		
CVE-2010-0072,0.12755,0.93573		
CVE-2010-0073,0.03881,0.87609		
CVE-2010-0074,0.00677,0.70255		
CVE-2010-0075,0.00433,0.61514		
CVE-2010-0076,0.00265,0.49808		
CVE-2010-0077,0.0042,0.60802		
CVE-2010-0078,0.00677,0.70255		
CVE-2010-0079,0.01642,0.8091		
CVE-2010-0080,0.00197,0.4225		
CVE-2010-0081,0.0015,0.36824		
CVE-2010-0082,0.036,0.87096		
CVE-2010-0083,0.02517,0.84518		
CVE-2010-0084,0.01916,0.82273		
CVE-2010-0085,0.036,0.87096		
CVE-2010-0086,0.00882,0.74119		
CVE-2010-0087,0.02486,0.84415		
CVE-2010-0088,0.03377,0.86658		
CVE-2010-0089,0.02887,0.85554		
CVE-2010-0090,0.03982,0.8775		
CVE-2010-0091,0.01916,0.82273		
CVE-2010-0092,0.06079,0.90208		
CVE-2010-0093,0.036,0.87096		
CVE-2010-0094,0.88337,0.99438		
CVE-2010-0095,0.03377,0.86658		
CVE-2010-0097,0.01836,0.8192		
CVE-2010-0098,0.03391,0.86691		
CVE-2010-0101,0.00491,0.64298		
CVE-2010-0103,0.76775,0.98865		
CVE-2010-0104,0.16527,0.94479		
CVE-2010-0105,0.00148,0.36498		
CVE-2010-0106,0.00299,0.52631		
CVE-2010-0107,0.27114,0.96049		
CVE-2010-0108,0.15675,0.94285		
CVE-2010-0109,0.00553,0.66715		
CVE-2010-0110,0.32259,0.96535		
CVE-2010-0111,0.60589,0.98137		
CVE-2010-0112,0.04622,0.88641		
CVE-2010-0113,0.00445,0.62185		
CVE-2010-0114,0.0276,0.8521		
CVE-2010-0115,0.01126,0.77072		
CVE-2010-0116,0.15559,0.94261		
CVE-2010-0117,0.05254,0.89416		
CVE-2010-0118,0.0004,0.11477		
CVE-2010-0119,0.00063,0.19953		
CVE-2010-0120,0.15559,0.94261		
CVE-2010-0121,0.00404,0.59856		
CVE-2010-0122,0.00365,0.57499		
CVE-2010-0123,0.00357,0.56965		
CVE-2010-0124,0.00063,0.19953		
CVE-2010-0125,0.00404,0.59856		
CVE-2010-0126,0.04645,0.88674		
CVE-2010-0127,0.12354,0.93468		
CVE-2010-0128,0.11285,0.93103		
CVE-2010-0129,0.18989,0.94939		
CVE-2010-0130,0.12114,0.93385		
CVE-2010-0131,0.0606,0.90192		
CVE-2010-0132,0.00604,0.68322		
CVE-2010-0133,0.04645,0.88674		
CVE-2010-0134,0.04341,0.88262		
CVE-2010-0135,0.04645,0.88674		
CVE-2010-0136,0.05974,0.90113		
CVE-2010-0137,0.0131,0.78667		
CVE-2010-0138,0.10861,0.92957		
CVE-2010-0139,0.00648,0.69523		
CVE-2010-0140,0.00828,0.73239		
CVE-2010-0141,0.00274,0.5049		
CVE-2010-0142,0.00459,0.6281		
CVE-2010-0143,0.00238,0.469		
CVE-2010-0144,0.00219,0.447		
CVE-2010-0145,0.02347,0.83968		
CVE-2010-0146,0.00444,0.62164		
CVE-2010-0147,0.00582,0.67686		
CVE-2010-0148,0.01697,0.8122		
CVE-2010-0149,0.01047,0.76284		
CVE-2010-0150,0.01887,0.82142		
CVE-2010-0151,0.01803,0.81772		
CVE-2010-0152,0.00202,0.42871		
CVE-2010-0153,0.0013,0.33939		
CVE-2010-0154,0.00134,0.34543		
CVE-2010-0155,0.00155,0.37356		
CVE-2010-0156,0.00042,0.12269		
CVE-2010-0157,0.03683,0.87249		
CVE-2010-0158,0.01135,0.77158		
CVE-2010-0159,0.00754,0.71896		
CVE-2010-0160,0.02679,0.85		
CVE-2010-0161,0.01503,0.80101		
CVE-2010-0162,0.01635,0.80867		
CVE-2010-0163,0.05442,0.89597		
CVE-2010-0164,0.05919,0.90068		
CVE-2010-0165,0.03384,0.86676		
CVE-2010-0166,0.17908,0.94742		
CVE-2010-0167,0.25653,0.95879		
CVE-2010-0168,0.09625,0.92416		
CVE-2010-0169,0.00488,0.64179		
CVE-2010-0170,0.00499,0.64571		
CVE-2010-0171,0.00442,0.62072		
CVE-2010-0172,0.00535,0.66136		
CVE-2010-0173,0.05759,0.89936		
CVE-2010-0174,0.0353,0.86984		
CVE-2010-0175,0.04863,0.88935		
CVE-2010-0176,0.05946,0.90097		
CVE-2010-0177,0.07324,0.91159		
CVE-2010-0178,0.03977,0.87741		
CVE-2010-0179,0.00725,0.7131		
CVE-2010-0180,0.00053,0.16436		
CVE-2010-0181,0.0264,0.84881		
CVE-2010-0182,0.01301,0.78607		
CVE-2010-0183,0.02925,0.85646		
CVE-2010-0184,0.00034,0.08523		
CVE-2010-0185,0.01646,0.80932		
CVE-2010-0186,0.02923,0.85628		
CVE-2010-0187,0.41655,0.97194		
CVE-2010-0188,0.93271,0.99791		
CVE-2010-0189,0.03291,0.86477		
CVE-2010-0190,0.0139,0.79294		
CVE-2010-0191,0.18131,0.94782		
CVE-2010-0192,0.09667,0.92431		
CVE-2010-0193,0.27722,0.9611		
CVE-2010-0194,0.09513,0.92361		
CVE-2010-0195,0.18131,0.94782		
CVE-2010-0196,0.25691,0.95883		
CVE-2010-0197,0.09513,0.92361		
CVE-2010-0198,0.26977,0.96033		
CVE-2010-0199,0.26977,0.96033		
