cve	epss	percentile
CVE-2017-0001,0.12861,0.93609		
CVE-2017-0002,0.14732,0.94076		
CVE-2017-0003,0.33607,0.96644		
CVE-2017-0004,0.53467,0.97786		
CVE-2017-0005,0.07936,0.91553		
CVE-2017-0006,0.23473,0.95596		
CVE-2017-0007,0.00905,0.74465		
CVE-2017-0008,0.20769,0.95212		
CVE-2017-0009,0.10917,0.92981		
CVE-2017-0010,0.16991,0.94554		
CVE-2017-0011,0.08909,0.92061		
CVE-2017-0012,0.06341,0.90423		
CVE-2017-0014,0.28689,0.96207		
CVE-2017-0015,0.26145,0.95939		
CVE-2017-0016,0.49202,0.97591		
CVE-2017-0017,0.01409,0.79411		
CVE-2017-0018,0.16438,0.94458		
CVE-2017-0019,0.03877,0.87604		
CVE-2017-0020,0.21743,0.95344		
CVE-2017-0021,0.00631,0.69083		
CVE-2017-0022,0.59499,0.98082		
CVE-2017-0023,0.27879,0.9613		
CVE-2017-0024,0.0585,0.90014		
CVE-2017-0025,0.05074,0.89191		
CVE-2017-0026,0.0585,0.90014		
CVE-2017-0027,0.29533,0.96293		
CVE-2017-0028,0.19629,0.9504		
CVE-2017-0029,0.22643,0.95466		
CVE-2017-0030,0.21743,0.95344		
CVE-2017-0031,0.23473,0.95596		
CVE-2017-0032,0.16013,0.94366		
CVE-2017-0033,0.07883,0.91519		
CVE-2017-0034,0.23582,0.9561		
CVE-2017-0035,0.16013,0.94366		
CVE-2017-0037,0.87516,0.99397		
CVE-2017-0038,0.82234,0.9915		
CVE-2017-0039,0.13525,0.93792		
CVE-2017-0040,0.23023,0.95525		
CVE-2017-0042,0.1818,0.94789		
CVE-2017-0043,0.05993,0.9013		
CVE-2017-0045,0.05478,0.89637		
CVE-2017-0047,0.01062,0.76438		
CVE-2017-0049,0.31276,0.96459		
CVE-2017-0050,0.03663,0.87218		
CVE-2017-0051,0.00514,0.65265		
CVE-2017-0052,0.23473,0.95596		
CVE-2017-0053,0.23473,0.95596		
CVE-2017-0055,0.01387,0.79273		
CVE-2017-0056,0.06734,0.90741		
CVE-2017-0057,0.31132,0.96446		
CVE-2017-0058,0.12461,0.93504		
CVE-2017-0059,0.8391,0.9922		
CVE-2017-0060,0.0314,0.8614		
CVE-2017-0061,0.21453,0.95308		
CVE-2017-0062,0.02459,0.84318		
CVE-2017-0063,0.1901,0.94942		
CVE-2017-0064,0.22416,0.95434		
CVE-2017-0065,0.27177,0.96053		
CVE-2017-0066,0.21775,0.9535		
CVE-2017-0067,0.16013,0.94366		
CVE-2017-0068,0.28148,0.96157		
CVE-2017-0069,0.07951,0.91564		
CVE-2017-0070,0.80217,0.99037		
CVE-2017-0071,0.32393,0.96542		
CVE-2017-0072,0.19315,0.94994		
CVE-2017-0073,0.13618,0.93814		
CVE-2017-0074,0.00585,0.6779		
CVE-2017-0075,0.04458,0.88419		
CVE-2017-0076,0.00651,0.69604		
CVE-2017-0077,0.04643,0.88669		
CVE-2017-0078,0.0585,0.90014		
CVE-2017-0079,0.05721,0.89899		
CVE-2017-0080,0.0585,0.90014		
CVE-2017-0081,0.0585,0.90014		
CVE-2017-0082,0.0585,0.90014		
CVE-2017-0083,0.27021,0.96038		
CVE-2017-0084,0.26107,0.95931		
CVE-2017-0085,0.1081,0.92924		
CVE-2017-0086,0.27021,0.96038		
CVE-2017-0087,0.27021,0.96038		
CVE-2017-0088,0.27021,0.96038		
CVE-2017-0089,0.65835,0.98364		
CVE-2017-0090,0.27021,0.96038		
CVE-2017-0091,0.1081,0.92924		
CVE-2017-0092,0.1081,0.92924		
CVE-2017-0093,0.17312,0.94631		
CVE-2017-0094,0.29485,0.9629		
CVE-2017-0095,0.01164,0.77417		
CVE-2017-0096,0.01077,0.76573		
CVE-2017-0097,0.00585,0.6779		
CVE-2017-0098,0.00623,0.68898		
CVE-2017-0099,0.00585,0.6779		
CVE-2017-0100,0.38589,0.9701		
CVE-2017-0101,0.6193,0.98205		
CVE-2017-0102,0.00687,0.70459		
CVE-2017-0103,0.01145,0.77257		
CVE-2017-0104,0.34862,0.9675		
CVE-2017-0105,0.36469,0.96857		
CVE-2017-0106,0.1045,0.92772		
CVE-2017-0107,0.01719,0.81324		
CVE-2017-0108,0.25966,0.95915		
CVE-2017-0109,0.00577,0.67544		
CVE-2017-0110,0.01205,0.77798		
CVE-2017-0111,0.1081,0.92924		
CVE-2017-0112,0.1081,0.92924		
CVE-2017-0113,0.1081,0.92924		
CVE-2017-0114,0.1081,0.92924		
CVE-2017-0115,0.07148,0.91035		
CVE-2017-0116,0.1081,0.92924		
CVE-2017-0117,0.1081,0.92924		
CVE-2017-0118,0.13744,0.93851		
CVE-2017-0119,0.1081,0.92924		
CVE-2017-0120,0.1081,0.92924		
CVE-2017-0121,0.13828,0.93876		
CVE-2017-0122,0.1081,0.92924		
CVE-2017-0123,0.1081,0.92924		
CVE-2017-0124,0.07148,0.91035		
CVE-2017-0125,0.1081,0.92924		
CVE-2017-0126,0.1081,0.92924		
CVE-2017-0127,0.1081,0.92924		
CVE-2017-0128,0.1081,0.92924		
CVE-2017-0129,0.01738,0.81419		
CVE-2017-0130,0.17567,0.94679		
CVE-2017-0131,0.16013,0.94366		
CVE-2017-0132,0.16013,0.94366		
CVE-2017-0133,0.16013,0.94366		
CVE-2017-0134,0.26145,0.95939		
CVE-2017-0135,0.22472,0.95441		
CVE-2017-0136,0.16013,0.94366		
CVE-2017-0137,0.16013,0.94366		
CVE-2017-0138,0.16013,0.94366		
