cve	epss	percentile
CVE-2012-0001,0.56051,0.97916		
CVE-2012-0002,0.87376,0.9939		
CVE-2012-0003,0.88426,0.99442		
CVE-2012-0004,0.5796,0.98008		
CVE-2012-0005,0.0435,0.88273		
CVE-2012-0006,0.73659,0.98714		
CVE-2012-0007,0.59155,0.98068		
CVE-2012-0008,0.04512,0.88492		
CVE-2012-0009,0.60409,0.9813		
CVE-2012-0010,0.20424,0.95165		
CVE-2012-0011,0.44833,0.97368		
CVE-2012-0012,0.16958,0.94552		
CVE-2012-0013,0.87476,0.99395		
CVE-2012-0014,0.48808,0.97571		
CVE-2012-0015,0.53653,0.97797		
CVE-2012-0016,0.53685,0.97798		
CVE-2012-0017,0.47535,0.97503		
CVE-2012-0018,0.53666,0.97797		
CVE-2012-0019,0.41982,0.97214		
CVE-2012-0020,0.41982,0.97214		
CVE-2012-0021,0.3296,0.96595		
CVE-2012-0022,0.26524,0.95985		
CVE-2012-0023,0.09189,0.92211		
CVE-2012-0024,0.00757,0.71961		
CVE-2012-0025,0.22444,0.95437		
CVE-2012-0027,0.01103,0.76831		
CVE-2012-0028,0.00046,0.137		
CVE-2012-0029,0.01041,0.76214		
CVE-2012-0030,0.00549,0.66605		
CVE-2012-0031,0.01799,0.81744		
CVE-2012-0032,0.00041,0.11716		
CVE-2012-0033,0.00887,0.74213		
CVE-2012-0034,0.00071,0.22452		
CVE-2012-0035,0.0403,0.87836		
CVE-2012-0036,0.07494,0.91274		
CVE-2012-0037,0.0058,0.67633		
CVE-2012-0038,0.00063,0.20024		
CVE-2012-0039,0.00489,0.64191		
CVE-2012-0040,0.00545,0.66477		
CVE-2012-0041,0.01566,0.80464		
CVE-2012-0042,0.00281,0.51076		
CVE-2012-0043,0.01681,0.81141		
CVE-2012-0044,0.00091,0.27186		
CVE-2012-0045,0.00415,0.60535		
CVE-2012-0046,0.00393,0.59184		
CVE-2012-0047,0.0121,0.77845		
CVE-2012-0048,0.01203,0.77774		
CVE-2012-0049,0.00622,0.68841		
CVE-2012-0050,0.02684,0.85015		
CVE-2012-0051,0.01355,0.79037		
CVE-2012-0052,0.00298,0.52543		
CVE-2012-0053,0.77509,0.98906		
CVE-2012-0054,0.00045,0.13448		
CVE-2012-0055,0.00393,0.59189		
CVE-2012-0056,0.80306,0.99042		
CVE-2012-0057,0.02773,0.8524		
CVE-2012-0058,0.00047,0.14273		
CVE-2012-0059,0.00229,0.45729		
CVE-2012-0060,0.06486,0.90544		
CVE-2012-0061,0.06568,0.90603		
CVE-2012-0062,0.00274,0.50483		
CVE-2012-0063,0.02431,0.8423		
CVE-2012-0064,0.00081,0.24874		
CVE-2012-0065,0.00255,0.48746		
CVE-2012-0066,0.01355,0.79035		
CVE-2012-0067,0.11407,0.93147		
CVE-2012-0068,0.01599,0.80657		
CVE-2012-0069,0.00706,0.70897		
CVE-2012-0070,0.00222,0.44922		
CVE-2012-0071,0.00287,0.51696		
CVE-2012-0072,0.00888,0.74223		
CVE-2012-0073,0.00397,0.59368		
CVE-2012-0074,0.00262,0.49397		
CVE-2012-0075,0.00679,0.70287		
CVE-2012-0076,0.00215,0.44313		
CVE-2012-0077,0.00349,0.56464		
CVE-2012-0078,0.00262,0.49397		
CVE-2012-0079,0.00564,0.67095		
CVE-2012-0080,0.00185,0.40924		
CVE-2012-0081,0.00197,0.42324		
CVE-2012-0082,0.00527,0.65828		
CVE-2012-0083,0.00324,0.5458		
CVE-2012-0084,0.00156,0.37549		
CVE-2012-0085,0.00324,0.5458		
CVE-2012-0086,0.00143,0.35713		
CVE-2012-0087,0.00992,0.75652		
CVE-2012-0088,0.00215,0.44313		
CVE-2012-0089,0.00169,0.39039		
CVE-2012-0090,0.00139,0.35094		
CVE-2012-0091,0.00483,0.63971		
CVE-2012-0092,0.00139,0.35094		
CVE-2012-0093,0.00287,0.51696		
CVE-2012-0094,0.00741,0.71647		
CVE-2012-0095,0.00143,0.35713		
CVE-2012-0096,0.00603,0.6827		
CVE-2012-0097,0.00061,0.19283		
CVE-2012-0098,0.00062,0.19733		
CVE-2012-0099,0.00603,0.6827		
CVE-2012-0100,0.00043,0.12593		
CVE-2012-0101,0.0097,0.7538		
CVE-2012-0102,0.0097,0.7538		
CVE-2012-0103,0.00048,0.14621		
CVE-2012-0104,0.0041,0.60217		
CVE-2012-0105,0.00061,0.19359		
CVE-2012-0106,0.00139,0.35094		
CVE-2012-0107,0.00608,0.68442		
CVE-2012-0108,0.00143,0.35713		
CVE-2012-0109,0.00067,0.21321		
CVE-2012-0110,0.00378,0.58278		
CVE-2012-0111,0.00059,0.18826		
CVE-2012-0112,0.00445,0.62201		
CVE-2012-0113,0.00634,0.69149		
CVE-2012-0114,0.00048,0.14718		
CVE-2012-0115,0.00634,0.69149		
CVE-2012-0116,0.00227,0.45537		
CVE-2012-0117,0.00295,0.52303		
CVE-2012-0118,0.00445,0.62201		
CVE-2012-0119,0.00634,0.69149		
CVE-2012-0120,0.00634,0.69149		
CVE-2012-0121,0.25056,0.95809		
CVE-2012-0122,0.25056,0.95809		
CVE-2012-0123,0.27342,0.9607		
CVE-2012-0124,0.75005,0.98784		
CVE-2012-0125,0.00165,0.3858		
CVE-2012-0126,0.00843,0.73502		
CVE-2012-0127,0.45172,0.97384		
CVE-2012-0128,0.00672,0.70106		
CVE-2012-0129,0.09093,0.92164		
CVE-2012-0130,0.01179,0.77556		
CVE-2012-0131,0.15128,0.94174		
CVE-2012-0132,0.00749,0.71802		
CVE-2012-0133,0.05599,0.89768		
CVE-2012-0134,0.00082,0.25076		
CVE-2012-0135,0.00243,0.4764		
CVE-2012-0136,0.41982,0.97214		
CVE-2012-0137,0.41982,0.97214		
CVE-2012-0138,0.41982,0.97214		
CVE-2012-0141,0.60165,0.98115		
CVE-2012-0142,0.61623,0.98191		
CVE-2012-0143,0.71162,0.98599		
CVE-2012-0144,0.47535,0.97503		
