cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
cve	epss	percentile
CVE-2000-0001,0.03927,0.87668		
CVE-2000-0002,0.08282,0.9175		
CVE-2000-0003,0.00605,0.68326		
CVE-2000-0004,0.00647,0.6948		
CVE-2000-0005,0.0006,0.19004		
CVE-2000-0006,0.00178,0.40115		
CVE-2000-0007,0.00655,0.69726		
CVE-2000-0008,0.00116,0.31589		
CVE-2000-0009,0.00132,0.34182		
CVE-2000-0010,0.0517,0.89308		
CVE-2000-0011,0.05771,0.89949		
CVE-2000-0012,0.04575,0.88577		
CVE-2000-0013,0.00148,0.36462		
CVE-2000-0014,0.03801,0.87444		
CVE-2000-0015,0.00154,0.37338		
CVE-2000-0016,0.05354,0.89505		
CVE-2000-0017,0.02975,0.85758		
CVE-2000-0018,0.00148,0.36462		
CVE-2000-0019,0.00023,0.04502		
CVE-2000-0020,0.00655,0.69726		
CVE-2000-0021,0.00647,0.6948		
CVE-2000-0022,0.0061,0.6852		
CVE-2000-0023,0.00714,0.71084		
CVE-2000-0024,0.12045,0.93361		
CVE-2000-0025,0.46048,0.97427		
CVE-2000-0026,0.02985,0.8578		
CVE-2000-0027,0.00647,0.69506		
CVE-2000-0028,0.21569,0.95324		
CVE-2000-0029,0.00098,0.28646		
CVE-2000-0030,0.00441,0.61992		
CVE-2000-0031,0.0006,0.18951		
CVE-2000-0032,0.01021,0.75997		
CVE-2000-0033,0.00593,0.67993		
CVE-2000-0034,0.0061,0.6852		
CVE-2000-0035,0.00119,0.32158		
CVE-2000-0036,0.19714,0.95056		
CVE-2000-0037,0.00119,0.3221		
CVE-2000-0038,0.02979,0.85768		
CVE-2000-0039,0.03624,0.87149		
CVE-2000-0040,0.00409,0.60148		
CVE-2000-0041,0.00504,0.64788		
CVE-2000-0042,0.01792,0.81717		
CVE-2000-0043,0.04873,0.88944		
CVE-2000-0044,0.0253,0.8455		
CVE-2000-0045,0.0209,0.83029		
CVE-2000-0046,0.0431,0.88224		
CVE-2000-0047,0.00714,0.71084		
CVE-2000-0048,0.00138,0.34996		
CVE-2000-0049,0.00746,0.71738		
CVE-2000-0050,0.00069,0.21722		
CVE-2000-0051,0.00655,0.69726		
CVE-2000-0052,0.00311,0.53502		
CVE-2000-0053,0.14197,0.93956		
CVE-2000-0054,0.03624,0.87149		
CVE-2000-0055,0.00063,0.20117		
CVE-2000-0056,0.01134,0.77138		
CVE-2000-0057,0.0322,0.86337		
CVE-2000-0058,0.00799,0.72747		
CVE-2000-0059,0.03449,0.86833		
CVE-2000-0060,0.00832,0.73318		
CVE-2000-0061,0.16445,0.9446		
CVE-2000-0062,0.0092,0.74698		
CVE-2000-0063,0.00647,0.6948		
CVE-2000-0064,0.00655,0.69726		
CVE-2000-0065,0.04512,0.88492		
CVE-2000-0066,0.00559,0.6691		
CVE-2000-0067,0.00116,0.31589		
CVE-2000-0068,0.0052,0.65545		
CVE-2000-0069,0.00116,0.31589		
CVE-2000-0070,0.02719,0.85118		
CVE-2000-0071,0.7142,0.98612		
CVE-2000-0072,0.00079,0.24365		
CVE-2000-0073,0.16571,0.94488		
CVE-2000-0074,0.05523,0.89683		
CVE-2000-0075,0.04014,0.87812		
CVE-2000-0076,0.00099,0.28799		
CVE-2000-0077,0.00187,0.41185		
CVE-2000-0078,0.0006,0.19004		
CVE-2000-0079,0.00636,0.69197		
CVE-2000-0080,0.00112,0.31072		
CVE-2000-0081,0.29293,0.96272		
CVE-2000-0082,0.36563,0.96863		
CVE-2000-0083,0.00078,0.24148		
CVE-2000-0084,0.00329,0.55038		
CVE-2000-0085,0.12036,0.93358		
CVE-2000-0086,0.00647,0.6948		
CVE-2000-0087,0.00497,0.64486		
CVE-2000-0088,0.00513,0.65226		
CVE-2000-0089,0.02916,0.85616		
CVE-2000-0090,0.00055,0.17401		
CVE-2000-0091,0.02492,0.84431		
CVE-2000-0092,0.0006,0.18951		
CVE-2000-0093,0.00251,0.4844		
CVE-2000-0094,0.00146,0.36244		
CVE-2000-0095,0.00525,0.65721		
CVE-2000-0096,0.00127,0.33471		
CVE-2000-0097,0.6079,0.98153		
CVE-2000-0098,0.6706,0.98421		
CVE-2000-0099,0.00085,0.26014		
CVE-2000-0100,0.01036,0.76159		
CVE-2000-0101,0.00266,0.49878		
CVE-2000-0102,0.00266,0.49878		
CVE-2000-0103,0.00636,0.69197		
CVE-2000-0104,0.00636,0.69197		
CVE-2000-0105,0.54512,0.9784		
CVE-2000-0106,0.00636,0.69197		
CVE-2000-0107,0.00148,0.36462		
CVE-2000-0108,0.00636,0.69197		
CVE-2000-0109,0.01386,0.79265		
CVE-2000-0110,0.00555,0.66782		
CVE-2000-0111,0.0075,0.71834		
CVE-2000-0112,0.0006,0.18951		
CVE-2000-0113,0.01108,0.76896		
CVE-2000-0114,0.01624,0.80818		
CVE-2000-0115,0.04899,0.88981		
CVE-2000-0116,0.0322,0.86337		
CVE-2000-0117,0.00067,0.21276		
CVE-2000-0118,0.00148,0.36462		
CVE-2000-0119,0.00956,0.75168		
CVE-2000-0120,0.0048,0.63813		
CVE-2000-0121,0.02119,0.83153		
CVE-2000-0122,0.40318,0.97123		
CVE-2000-0123,0.00636,0.69197		
CVE-2000-0124,0.0013,0.33899		
CVE-2000-0125,0.0322,0.86337		
CVE-2000-0126,0.70129,0.98556		
CVE-2000-0127,0.00612,0.68575		
CVE-2000-0128,0.04286,0.88189		
CVE-2000-0129,0.00122,0.32679		
CVE-2000-0130,0.00405,0.59902		
CVE-2000-0131,0.04162,0.8803		
CVE-2000-0132,0.05725,0.89903		
CVE-2000-0133,0.04995,0.89093		
CVE-2000-0134,0.00636,0.69197		
CVE-2000-0135,0.00636,0.69197		
CVE-2000-0136,0.03149,0.86165		
CVE-2000-0137,0.00636,0.69197		
CVE-2000-0138,0.00973,0.75406		
CVE-2000-0139,0.00195,0.41969		
CVE-2000-0140,0.00655,0.69726		
CVE-2000-0141,0.02467,0.84347		
CVE-2000-0142,0.04787,0.88842		
CVE-2000-0143,0.00076,0.23645		
CVE-2000-0144,0.00489,0.64219		
CVE-2000-0145,0.00382,0.58502		
CVE-2000-0146,0.01625,0.80824		
CVE-2000-0147,0.0013,0.33854		
CVE-2000-0148,0.00443,0.62125		
CVE-2000-0149,0.04718,0.88753		
CVE-2000-0150,0.00454,0.62586		
CVE-2000-0151,0.00052,0.16314		
CVE-2000-0152,0.01894,0.8217		
CVE-2000-0153,0.30819,0.96418		
CVE-2000-0154,0.00289,0.51862		
CVE-2000-0155,0.01723,0.81342		
CVE-2000-0156,0.17466,0.94663		
CVE-2000-0157,0.0006,0.18951		
CVE-2000-0158,0.00867,0.73913		
CVE-2000-0159,0.00689,0.70513		
CVE-2000-0160,0.10325,0.92717		
CVE-2000-0161,0.08393,0.91805		
CVE-2000-0162,0.01479,0.7989		
CVE-2000-0163,0.00154,0.37338		
CVE-2000-0164,0.00046,0.13926		
CVE-2000-0165,0.0847,0.91839		
CVE-2000-0166,0.04197,0.88083		
CVE-2000-0167,0.00194,0.41927		
CVE-2000-0168,0.16571,0.94488		
CVE-2000-0169,0.19271,0.94988		
CVE-2000-0170,0.0023,0.4585		
CVE-2000-0171,0.00112,0.30947		
CVE-2000-0172,0.00148,0.36462		
CVE-2000-0173,0.00655,0.69726		
CVE-2000-0174,0.03624,0.87149		
CVE-2000-0175,0.01189,0.77637		
CVE-2000-0176,0.00763,0.72087		
CVE-2000-0177,0.04286,0.88189		
CVE-2000-0178,0.00636,0.69197		
CVE-2000-0179,0.1048,0.92783		
CVE-2000-0180,0.04092,0.87932		
CVE-2000-0181,0.0073,0.71388		
CVE-2000-0182,0.00209,0.43686		
CVE-2000-0183,0.05533,0.89696		
CVE-2000-0184,0.00079,0.24393		
CVE-2000-0185,0.0343,0.86787		
CVE-2000-0186,0.00063,0.20117		
CVE-2000-0187,0.13385,0.93754		
CVE-2000-0188,0.025,0.84453		
CVE-2000-0189,0.00647,0.6948		
CVE-2000-0190,0.00655,0.69726		
CVE-2000-0191,0.02391,0.84106		
CVE-2000-0192,0.03624,0.87149		
CVE-2000-0193,0.00138,0.35029		
