#model_version:v2025.03.14,score_date:2026-03-26T12:55:00Z
cve,epss,percentile
CVE-2021-1000,0.00014,0.025
CVE-2021-1001,0.00017,0.0427
CVE-2021-1002,0.00289,0.52202
CVE-2021-1003,0.00015,0.0305
CVE-2021-1004,0.00012,0.01661
CVE-2021-1005,0.00014,0.02569
CVE-2021-1006,0.00015,0.02828
CVE-2021-1007,0.00016,0.03553
CVE-2021-1008,0.00014,0.02392
CVE-2021-1009,0.00014,0.02569
CVE-2021-1010,0.00015,0.03309
CVE-2021-1011,0.00015,0.03309
CVE-2021-1012,0.00014,0.02569
CVE-2021-1013,0.00014,0.02569
CVE-2021-1014,0.00014,0.02569
CVE-2021-1015,0.00013,0.01993
CVE-2021-1016,0.00014,0.025
CVE-2021-1017,0.00015,0.03277
CVE-2021-1018,0.00013,0.01993
CVE-2021-1019,0.00015,0.0305
CVE-2021-1020,0.00015,0.0305
CVE-2021-1021,0.00015,0.0305
CVE-2021-1022,0.00581,0.68787
CVE-2021-1023,0.00015,0.02963
CVE-2021-1024,0.00015,0.02737
CVE-2021-1025,0.00013,0.02147
CVE-2021-1026,0.00014,0.02569
CVE-2021-1027,0.00015,0.0305
CVE-2021-1028,0.00018,0.04321
CVE-2021-1029,0.00018,0.04321
CVE-2021-1030,0.00014,0.02569
CVE-2021-1031,0.00013,0.01993
CVE-2021-1032,0.00013,0.01993
CVE-2021-1033,0.00014,0.025
CVE-2021-1034,0.00013,0.02232
CVE-2021-1035,0.00013,0.02081
CVE-2021-1036,0.00049,0.15399
CVE-2021-1037,0.00064,0.19771
CVE-2021-1038,0.00016,0.03632
CVE-2021-1039,0.00013,0.02018
CVE-2021-1040,0.00012,0.01579
CVE-2021-1041,0.00017,0.03844
CVE-2021-1042,0.00019,0.04812
CVE-2021-1043,0.00017,0.03844
CVE-2021-1044,0.00013,0.01911
CVE-2021-1045,0.00108,0.29072
CVE-2021-1046,0.00016,0.03553
CVE-2021-1047,0.00018,0.04546
CVE-2021-1048,0.01313,0.79739
CVE-2021-1049,0.00154,0.36039
CVE-2021-1050,0.00033,0.0949
CVE-2021-1051,0.00034,0.09936
CVE-2021-1052,0.00201,0.42161
CVE-2021-1053,0.00087,0.25
CVE-2021-1054,0.00043,0.13265
CVE-2021-1055,0.00055,0.17148
CVE-2021-1056,0.06555,0.9108
CVE-2021-1057,0.00054,0.1692
CVE-2021-1058,0.0005,0.1571
CVE-2021-1059,0.00054,0.1692
CVE-2021-1060,0.0005,0.1571
CVE-2021-1061,0.00042,0.12763
CVE-2021-1062,0.0005,0.1571
CVE-2021-1063,0.00129,0.3226
