#model_version:v2025.03.14,score_date:2025-09-02T12:55:00Z
cve,epss,percentile
CVE-2008-6000,0.00057,0.17851
CVE-2008-6001,0.02,0.83024
CVE-2008-6002,0.02107,0.83481
CVE-2008-6003,0.00111,0.30268
CVE-2008-6004,0.00193,0.41538
CVE-2008-6005,0.03616,0.87417
CVE-2008-6006,0.0094,0.7544
CVE-2008-6007,0.00169,0.3867
CVE-2008-6008,0.0026,0.49279
CVE-2008-6009,0.01767,0.81987
CVE-2008-6010,0.01472,0.80256
CVE-2008-6011,0.0015,0.36192
CVE-2008-6012,0.01944,0.82795
CVE-2008-6013,0.00397,0.59875
CVE-2008-6014,0.00127,0.32948
CVE-2008-6015,0.00366,0.57924
CVE-2008-6016,0.00122,0.32102
CVE-2008-6017,0.00149,0.36121
CVE-2008-6018,0.01313,0.79118
CVE-2008-6019,0.00116,0.31124
CVE-2008-6020,0.00836,0.73867
CVE-2008-6021,0.00396,0.59741
CVE-2008-6022,0.0094,0.7544
CVE-2008-6023,0.01066,0.76933
CVE-2008-6024,0.01484,0.8034
CVE-2008-6025,0.01516,0.80602
CVE-2008-6026,0.00169,0.3867
CVE-2008-6027,0.00329,0.55383
CVE-2008-6028,0.00144,0.35432
CVE-2008-6029,0.00111,0.30268
CVE-2008-6030,0.00169,0.3867
CVE-2008-6031,0.00111,0.30268
CVE-2008-6032,0.00127,0.32948
CVE-2008-6033,0.00111,0.30268
CVE-2008-6034,0.00172,0.3901
CVE-2008-6035,0.00254,0.48769
CVE-2008-6036,0.01257,0.78673
CVE-2008-6037,0.00144,0.35432
CVE-2008-6038,0.00122,0.32028
CVE-2008-6039,0.00699,0.71201
CVE-2008-6040,0.00465,0.6357
CVE-2008-6041,0.00296,0.52694
CVE-2008-6042,0.00144,0.35432
CVE-2008-6043,0.00122,0.32028
CVE-2008-6044,0.00368,0.58038
CVE-2008-6045,0.01282,0.78879
CVE-2008-6046,0.00354,0.57142
CVE-2008-6047,0.00265,0.49845
CVE-2008-6048,0.00107,0.29627
CVE-2008-6050,0.00111,0.30268
CVE-2008-6051,0.0023,0.45894
CVE-2008-6052,0.0026,0.49279
CVE-2008-6053,0.0026,0.49279
CVE-2008-6054,0.0026,0.49279
CVE-2008-6055,0.0023,0.45894
CVE-2008-6056,0.00254,0.48769
CVE-2008-6057,0.01744,0.81859
CVE-2008-6058,0.00603,0.68722
CVE-2008-6059,0.00358,0.57397
CVE-2008-6060,0.00644,0.69875
CVE-2008-6061,0.01778,0.82044
CVE-2008-6062,0.01273,0.78807
CVE-2008-6063,0.17414,0.94849
CVE-2008-6064,0.00111,0.30268
CVE-2008-6065,0.04969,0.89323
CVE-2008-6066,0.00777,0.72849
CVE-2008-6068,0.00127,0.32948
CVE-2008-6069,0.00386,0.5912
CVE-2008-6070,0.03358,0.86937
CVE-2008-6071,0.06081,0.9046
CVE-2008-6072,0.01382,0.79637
CVE-2008-6073,0.00056,0.17501
CVE-2008-6074,0.01769,0.82
CVE-2008-6075,0.00107,0.29612
CVE-2008-6076,0.00127,0.32948
CVE-2008-6077,0.00144,0.35313
CVE-2008-6078,0.00144,0.35432
CVE-2008-6079,0.02662,0.85299
CVE-2008-6080,0.063,0.90636
CVE-2008-6081,0.00217,0.44474
CVE-2008-6082,0.60799,0.98257
CVE-2008-6083,0.01496,0.80462
CVE-2008-6084,0.01541,0.80751
CVE-2008-6085,0.10472,0.93004
CVE-2008-6086,0.00247,0.47961
CVE-2008-6087,0.01768,0.8199
CVE-2008-6088,0.00217,0.44474
CVE-2008-6089,0.02167,0.83737
CVE-2008-6090,0.01944,0.82795
CVE-2008-6091,0.00127,0.32948
CVE-2008-6092,0.02,0.83024
CVE-2008-6093,0.00127,0.32948
CVE-2008-6094,0.00164,0.37917
