#model_version:v2026.06.15,score_date:2026-08-15T12:02:44Z
cve,epss,percentile
CVE-2006-5000,0.63838,0.99152
CVE-2006-5001,0.31917,0.98154
CVE-2006-5002,0.01788,0.76437
CVE-2006-5003,0.00409,0.34062
CVE-2006-5004,0.00359,0.29064
CVE-2006-5005,0.00418,0.34827
CVE-2006-5006,0.00485,0.39648
CVE-2006-5007,0.00358,0.28899
CVE-2006-5008,0.03362,0.8769
CVE-2006-5009,0.00441,0.36663
CVE-2006-5010,0.00418,0.34833
CVE-2006-5011,0.00394,0.32593
CVE-2006-5012,0.00348,0.27917
CVE-2006-5013,0.03062,0.86467
CVE-2006-5014,0.03871,0.89292
CVE-2006-5015,0.01857,0.77386
CVE-2006-5016,0.02645,0.84298
CVE-2006-5017,0.01223,0.66183
CVE-2006-5018,0.02158,0.80627
CVE-2006-5019,0.04051,0.89766
CVE-2006-5020,0.10596,0.95389
CVE-2006-5021,0.03123,0.86723
CVE-2006-5022,0.02425,0.82799
CVE-2006-5023,0.0108,0.62262
CVE-2006-5024,0.01785,0.764
CVE-2006-5025,0.01399,0.70152
CVE-2006-5026,0.01399,0.70151
CVE-2006-5027,0.01316,0.68308
CVE-2006-5028,0.46478,0.98715
CVE-2006-5029,0.01161,0.64441
CVE-2006-5030,0.01079,0.62237
CVE-2006-5031,0.07342,0.93852
CVE-2006-5032,0.02871,0.85614
CVE-2006-5033,0.03555,0.88316
CVE-2006-5034,0.03545,0.8829
CVE-2006-5035,0.01172,0.64775
CVE-2006-5036,0.01251,0.66865
CVE-2006-5037,0.01251,0.66865
CVE-2006-5038,0.0229,0.8174
CVE-2006-5039,0.01402,0.70196
CVE-2006-5040,0.01417,0.70503
CVE-2006-5041,0.01417,0.70503
CVE-2006-5042,0.01402,0.70197
CVE-2006-5043,0.03892,0.89342
CVE-2006-5044,0.02001,0.79054
CVE-2006-5045,0.05557,0.92171
CVE-2006-5046,0.0169,0.75093
CVE-2006-5047,0.02003,0.79069
CVE-2006-5048,0.09749,0.95102
CVE-2006-5049,0.0123,0.66344
CVE-2006-5050,0.01679,0.74896
CVE-2006-5051,0.44963,0.98669
CVE-2006-5052,0.02801,0.85251
CVE-2006-5053,0.03179,0.86949
CVE-2006-5054,0.01138,0.63842
CVE-2006-5055,0.0346,0.88021
CVE-2006-5056,0.01948,0.7848
CVE-2006-5057,0.02036,0.79434
CVE-2006-5058,0.09647,0.95065
CVE-2006-5059,0.0138,0.69771
CVE-2006-5060,0.02195,0.80961
CVE-2006-5061,0.03179,0.86948
CVE-2006-5062,0.02684,0.84553
CVE-2006-5063,0.01403,0.70237
CVE-2006-5064,0.02019,0.79265
CVE-2006-5065,0.023,0.81826
CVE-2006-5066,0.02019,0.79265
CVE-2006-5067,0.01596,0.73628
CVE-2006-5068,0.03832,0.89186
CVE-2006-5069,0.01339,0.68847
CVE-2006-5070,0.03015,0.86268
CVE-2006-5071,0.01272,0.67372
CVE-2006-5072,0.00449,0.37341
CVE-2006-5073,0.03481,0.88099
CVE-2006-5074,0.01932,0.78285
CVE-2006-5075,0.03062,0.86467
CVE-2006-5076,0.03579,0.88395
CVE-2006-5077,0.03487,0.88121
CVE-2006-5078,0.02662,0.84412
CVE-2006-5079,0.02662,0.84412
CVE-2006-5080,0.01313,0.68247
CVE-2006-5081,0.01442,0.70959
CVE-2006-5082,0.02136,0.80431
CVE-2006-5083,0.02122,0.80297
CVE-2006-5084,0.15737,0.96572
CVE-2006-5085,0.44361,0.9865
CVE-2006-5086,0.01071,0.62022
CVE-2006-5087,0.03469,0.88055
CVE-2006-5088,0.01734,0.75689
CVE-2006-5089,0.0217,0.80729
CVE-2006-5090,0.01881,0.77667
CVE-2006-5091,0.00504,0.40815
CVE-2006-5092,0.03709,0.88799
CVE-2006-5093,0.03566,0.88353
CVE-2006-5094,0.03138,0.86778
CVE-2006-5095,0.01442,0.7096
CVE-2006-5096,0.02084,0.79946
CVE-2006-5097,0.0235,0.8224
CVE-2006-5098,0.01638,0.74293
CVE-2006-5099,0.02162,0.80661
CVE-2006-5100,0.03754,0.88948
CVE-2006-5101,0.03747,0.88929
CVE-2006-5102,0.02945,0.85958
CVE-2006-5103,0.02495,0.83295
CVE-2006-5104,0.01085,0.62415
CVE-2006-5105,0.01426,0.70668
CVE-2006-5106,0.01245,0.66713
CVE-2006-5107,0.01094,0.62701
CVE-2006-5108,0.0572,0.92374
CVE-2006-5109,0.01445,0.71027
CVE-2006-5110,0.01251,0.66865
CVE-2006-5111,0.01832,0.77046
CVE-2006-5112,0.66826,0.9923
CVE-2006-5113,0.01606,0.7379
CVE-2006-5114,0.02449,0.82974
CVE-2006-5115,0.02371,0.82392
CVE-2006-5116,0.02074,0.79833
CVE-2006-5117,0.0136,0.69353
CVE-2006-5118,0.02484,0.83217
CVE-2006-5119,0.01717,0.75475
CVE-2006-5120,0.0185,0.77279
CVE-2006-5121,0.01351,0.69136
CVE-2006-5122,0.01149,0.64148
CVE-2006-5123,0.02096,0.80074
CVE-2006-5124,0.03451,0.87993
CVE-2006-5125,0.03647,0.88623
