#model_version:v2025.03.14,score_date:2025-04-24T12:55:00Z
CVE-2024-6000,0.00519,0.65525
CVE-2024-6001,0.00082,0.25141
CVE-2024-6003,0.00092,0.27515
CVE-2024-6004,0.00054,0.17131
CVE-2024-6005,0.00081,0.24799
CVE-2024-6006,0.00081,0.24799
CVE-2024-6007,0.00177,0.40012
CVE-2024-6008,0.00037,0.10193
CVE-2024-6009,0.00037,0.10193
CVE-2024-6010,0.0012,0.32243
CVE-2024-6011,0.00042,0.12211
CVE-2024-6012,0.00029,0.06686
CVE-2024-6013,0.00037,0.10193
CVE-2024-6014,0.0004,0.116
CVE-2024-6015,0.00037,0.10193
CVE-2024-6016,0.00037,0.10193
CVE-2024-6017,0.00026,0.05597
CVE-2024-6018,0.0004,0.11542
CVE-2024-6019,0.00086,0.26067
CVE-2024-6020,0.00072,0.2268
CVE-2024-6021,0.00076,0.23517
CVE-2024-6022,0.00068,0.21495
CVE-2024-6023,0.00046,0.13751
CVE-2024-6024,0.0027,0.50195
CVE-2024-6025,0.00029,0.06679
CVE-2024-6026,0.00028,0.06055
CVE-2024-6027,0.0054,0.66323
CVE-2024-6028,0.83122,0.99186
CVE-2024-6033,0.00024,0.04706
CVE-2024-6035,0.00085,0.25971
CVE-2024-6036,0.00113,0.31255
CVE-2024-6037,0.00146,0.3623
CVE-2024-6038,0.00144,0.3593
CVE-2024-6039,0.00142,0.35674
CVE-2024-6040,0.00058,0.18261
CVE-2024-6041,0.00135,0.34671
CVE-2024-6042,0.00139,0.35105
CVE-2024-6043,0.16327,0.94439
CVE-2024-6044,0.00609,0.68465
CVE-2024-6045,0.00332,0.55219
CVE-2024-6047,0.00588,0.67884
CVE-2024-6048,0.00588,0.67884
CVE-2024-6049,0.74231,0.98745
CVE-2024-6050,0.00184,0.40786
CVE-2024-6051,0.00119,0.32202
CVE-2024-6052,0.00077,0.24059
CVE-2024-6053,0.00053,0.16765
CVE-2024-6054,0.02483,0.84404
CVE-2024-6055,0.00211,0.43858
CVE-2024-6056,0.00138,0.35039
CVE-2024-6057,0.00225,0.45274
CVE-2024-6058,0.00099,0.28709
CVE-2024-6059,0.00109,0.30492
CVE-2024-6060,0.00037,0.10236
CVE-2024-6061,0.00055,0.17367
CVE-2024-6062,0.0007,0.21975
CVE-2024-6063,0.00042,0.12283
CVE-2024-6064,0.00041,0.12088
CVE-2024-6065,0.00137,0.3493
CVE-2024-6066,0.00125,0.331
CVE-2024-6067,0.00125,0.331
CVE-2024-6068,0.00035,0.08852
CVE-2024-6069,0.01798,0.8174
CVE-2024-6070,0.00085,0.25835
CVE-2024-6071,0.00766,0.72144
CVE-2024-6072,0.0006,0.19127
CVE-2024-6073,0.0006,0.19127
CVE-2024-6074,0.00016,0.02373
CVE-2024-6075,0.00022,0.04261
CVE-2024-6076,0.00024,0.04949
CVE-2024-6077,0.00044,0.12855
CVE-2024-6078,0.00091,0.27158
CVE-2024-6079,0.00099,0.287
CVE-2024-6080,0.00037,0.10344
CVE-2024-6082,0.00099,0.28825
CVE-2024-6083,0.00241,0.47467
CVE-2024-6084,0.00099,0.28826
CVE-2024-6085,0.0051,0.65084
CVE-2024-6086,0.00084,0.25771
CVE-2024-6087,0.0006,0.18878
CVE-2024-6088,0.00396,0.59332
CVE-2024-6089,0.00152,0.37037
CVE-2024-6090,0.00144,0.3593
CVE-2024-6091,0.00185,0.40858
CVE-2024-6094,0.00023,0.04554
CVE-2024-6095,0.73359,0.987
CVE-2024-6096,0.0183,0.81899
CVE-2024-6097,0.00022,0.04285
CVE-2024-6098,0.00053,0.1658
CVE-2024-6099,0.00053,0.16555
CVE-2024-6100,0.01324,0.78783
CVE-2024-6101,0.00662,0.69907
CVE-2024-6102,0.00583,0.67727
CVE-2024-6103,0.00518,0.65481
CVE-2024-6104,9e-05,0.00643
CVE-2024-6108,0.00079,0.24438
CVE-2024-6109,0.00043,0.12495
CVE-2024-6110,0.00106,0.30023
CVE-2024-6111,0.00043,0.12483
CVE-2024-6112,0.00137,0.3493
CVE-2024-6113,0.00127,0.33508
CVE-2024-6114,0.00333,0.5529
CVE-2024-6115,0.00103,0.29596
CVE-2024-6116,0.00111,0.30805
CVE-2024-6117,0.00386,0.58698
CVE-2024-6118,0.00139,0.35176
CVE-2024-6119,0.0034,0.55825
CVE-2024-6120,0.00306,0.53124
CVE-2024-6121,0.0004,0.11681
CVE-2024-6122,0.00031,0.07217
CVE-2024-6123,0.03297,0.86496
CVE-2024-6124,0.0006,0.19221
CVE-2024-6125,0.00875,0.74023
CVE-2024-6126,0.00013,0.01264
CVE-2024-6127,0.51129,0.97682
CVE-2024-6128,0.00082,0.25058
CVE-2024-6129,0.00138,0.35039
CVE-2024-6130,0.00039,0.1113
CVE-2024-6132,0.39502,0.97069
CVE-2024-6133,0.00034,0.08225
CVE-2024-6134,0.00016,0.02213
CVE-2024-6135,0.00056,0.17729
CVE-2024-6136,0.0002,0.03651
CVE-2024-6137,0.00093,0.27591
CVE-2024-6138,0.00016,0.02252
CVE-2024-6139,0.0017,0.39128
CVE-2024-6141,0.00015,0.01975
CVE-2024-6142,0.0036,0.57206
CVE-2024-6143,0.0036,0.57206
