#model_version:v2026.06.15,score_date:2026-08-07T12:03:11Z
cve,epss,percentile
CVE-2026-9002,0.00165,0.06104
CVE-2026-9003,0.00539,0.42446
CVE-2026-9006,0.00239,0.15029
CVE-2026-9007,0.00258,0.17323
CVE-2026-9008,0.00224,0.13008
CVE-2026-9009,0.00446,0.36717
CVE-2026-9010,0.00366,0.2933
CVE-2026-9011,0.00464,0.37888
CVE-2026-9013,0.00442,0.36382
CVE-2026-9014,0.00268,0.18697
CVE-2026-9015,0.003,0.22324
CVE-2026-9016,0.00261,0.17711
CVE-2026-9017,0.00273,0.19401
CVE-2026-9018,0.00541,0.42547
CVE-2026-9019,0.00195,0.09417
CVE-2026-9021,0.00297,0.21967
CVE-2026-9022,0.00197,0.09673
CVE-2026-9024,0.00199,0.09893
CVE-2026-9027,0.00222,0.12779
CVE-2026-9028,0.00288,0.21032
CVE-2026-9029,0.00251,0.1648
CVE-2026-9035,0.00325,0.24973
CVE-2026-9037,0.00246,0.15828
CVE-2026-9038,0.0023,0.13857
CVE-2026-9039,0.00185,0.08298
CVE-2026-9044,0.00973,0.58661
CVE-2026-9045,0.00102,0.0108
CVE-2026-9046,0.00085,0.00368
CVE-2026-9047,0.00319,0.24272
CVE-2026-9048,0.00163,0.05934
CVE-2026-9050,0.00153,0.05006
CVE-2026-9051,0.00623,0.46566
CVE-2026-9053,0.00276,0.19765
CVE-2026-9054,0.00291,0.21352
CVE-2026-9056,0.00178,0.07518
CVE-2026-9057,0.00261,0.17652
CVE-2026-9058,0.0031,0.23317
CVE-2026-9059,0.00287,0.20877
CVE-2026-9060,0.00138,0.03645
CVE-2026-9061,0.00145,0.04282
CVE-2026-9062,0.00248,0.16153
CVE-2026-9064,0.00815,0.53672
CVE-2026-9065,0.00338,0.26391
CVE-2026-9066,0.00149,0.04557
CVE-2026-9067,0.00572,0.44126
CVE-2026-9071,0.00549,0.42933
CVE-2026-9072,0.00409,0.33676
CVE-2026-9073,0.00153,0.04979
CVE-2026-9074,0.00281,0.20317
CVE-2026-9076,0.00589,0.44916
CVE-2026-9077,0.00309,0.23292
CVE-2026-9078,0.00199,0.09947
CVE-2026-9079,0.00584,0.44689
CVE-2026-9080,0.00295,0.21812
CVE-2026-9081,0.00171,0.06713
CVE-2026-9082,0.88319,0.99755
CVE-2026-9083,0.00519,0.41299
CVE-2026-9084,0.00182,0.07971
CVE-2026-9085,0.00101,0.01023
CVE-2026-9086,0.00419,0.34589
CVE-2026-9087,0.00312,0.23541
CVE-2026-9088,0.00348,0.27507
CVE-2026-9089,0.00311,0.23459
CVE-2026-9090,0.00201,0.10175
CVE-2026-9091,0.00322,0.24641
CVE-2026-9092,0.00316,0.23985
CVE-2026-9093,0.00365,0.29215
CVE-2026-9094,0.0042,0.34614
CVE-2026-9095,0.00298,0.22097
CVE-2026-9096,0.0033,0.25583
CVE-2026-9097,0.00405,0.33362
CVE-2026-9098,0.0023,0.13879
CVE-2026-9099,0.00289,0.21068
CVE-2026-9100,0.00281,0.20324
CVE-2026-9101,0.00411,0.33866
CVE-2026-9102,0.00563,0.43711
CVE-2026-9103,0.00411,0.33846
CVE-2026-9104,0.0022,0.1252
CVE-2026-9105,0.00805,0.53354
CVE-2026-9106,0.00208,0.11004
CVE-2026-9107,0.00234,0.14333
CVE-2026-9108,0.00109,0.01437
CVE-2026-9109,0.00316,0.23967
CVE-2026-9110,0.00337,0.26334
CVE-2026-9111,0.00796,0.53023
CVE-2026-9112,0.00396,0.32411
CVE-2026-9113,0.00218,0.12247
CVE-2026-9114,0.00365,0.29261
CVE-2026-9115,0.00224,0.1311
CVE-2026-9116,0.00218,0.12247
CVE-2026-9117,0.00265,0.18188
CVE-2026-9118,0.00396,0.32411
CVE-2026-9119,0.00538,0.42359
CVE-2026-9120,0.00501,0.40189
CVE-2026-9121,0.0033,0.25585
CVE-2026-9122,0.00269,0.18805
CVE-2026-9123,0.00187,0.08508
CVE-2026-9124,0.00261,0.1765
CVE-2026-9125,0.00355,0.28253
CVE-2026-9126,0.00396,0.32411
CVE-2026-9127,0.0011,0.01484
CVE-2026-9128,0.00096,0.0084
CVE-2026-9129,0.00239,0.14982
CVE-2026-9130,0.00195,0.09439
CVE-2026-9132,0.00257,0.17267
CVE-2026-9133,0.00344,0.27099
CVE-2026-9134,0.00301,0.22388
CVE-2026-9135,0.0045,0.36983
CVE-2026-9136,0.00229,0.13751
CVE-2026-9137,0.00365,0.29206
CVE-2026-9139,0.00454,0.37209
CVE-2026-9140,0.00253,0.16726
CVE-2026-9141,0.00481,0.39043
CVE-2026-9142,0.00434,0.35737
CVE-2026-9143,0.0018,0.07738
CVE-2026-9144,0.00441,0.36317
CVE-2026-9145,0.00308,0.23075
CVE-2026-9147,0.00153,0.04995
CVE-2026-9148,0.00292,0.21458
CVE-2026-9149,0.00312,0.23617
CVE-2026-9150,0.00409,0.33648
CVE-2026-9151,0.01069,0.61645
CVE-2026-9152,0.00339,0.26526
CVE-2026-9153,0.00308,0.23152
CVE-2026-9154,0.00275,0.19654
CVE-2026-9155,0.00916,0.56837
CVE-2026-9156,0.00235,0.14426
CVE-2026-9157,0.0012,0.02113
CVE-2026-9158,0.00304,0.22706
CVE-2026-9162,0.00334,0.26018
CVE-2026-9165,0.00311,0.23517
CVE-2026-9169,0.00144,0.04145
CVE-2026-9170,0.00488,0.39444
CVE-2026-9171,0.00314,0.23763
CVE-2026-9172,0.00227,0.13447
CVE-2026-9175,0.00348,0.27485
CVE-2026-9177,0.00288,0.21007
CVE-2026-9178,0.00347,0.27378
CVE-2026-9179,0.00376,0.30344
CVE-2026-9180,0.00342,0.26811
CVE-2026-9181,0.00944,0.57726
CVE-2026-9182,0.00352,0.27949
CVE-2026-9183,0.00204,0.10549
CVE-2026-9184,0.00209,0.11182
CVE-2026-9185,0.00403,0.33084
CVE-2026-9187,0.00228,0.13577
CVE-2026-9188,0.00297,0.21967
CVE-2026-9189,0.00204,0.1056
CVE-2026-9190,0.00422,0.34811
CVE-2026-9192,0.00473,0.38467
CVE-2026-9193,0.00257,0.17294
CVE-2026-9195,0.00388,0.31649
CVE-2026-9196,0.00265,0.18214
CVE-2026-9197,0.00601,0.4548
CVE-2026-9198,0.17053,0.96777
CVE-2026-9199,0.00238,0.14882
CVE-2026-9200,0.00495,0.39847
CVE-2026-9201,0.00232,0.14105
CVE-2026-9202,0.00279,0.20107
CVE-2026-9203,0.00212,0.1153
CVE-2026-9204,0.00247,0.16001
CVE-2026-9205,0.00231,0.1401
CVE-2026-9207,0.00391,0.31925
CVE-2026-9208,0.00421,0.347
CVE-2026-9210,0.00216,0.12039
CVE-2026-9211,0.00235,0.14385
CVE-2026-9212,0.0027,0.18883
CVE-2026-9213,0.00397,0.32572
CVE-2026-9219,0.00203,0.10441
CVE-2026-9220,0.00232,0.14088
CVE-2026-9221,0.00161,0.05674
CVE-2026-9222,0.00242,0.15392
CVE-2026-9223,0.00213,0.11679
CVE-2026-9224,0.00213,0.11646
CVE-2026-9227,0.00684,0.49128
CVE-2026-9228,0.00218,0.1228
CVE-2026-9230,0.00299,0.22152
CVE-2026-9233,0.0027,0.18896
CVE-2026-9234,0.00198,0.09772
CVE-2026-9235,0.00196,0.09506
CVE-2026-9236,0.00128,0.02842
CVE-2026-9237,0.00227,0.13415
CVE-2026-9240,0.00196,0.09506
CVE-2026-9241,0.00213,0.11683
CVE-2026-9242,0.00237,0.14666
CVE-2026-9243,0.00273,0.19427
CVE-2026-9245,0.0023,0.13824
CVE-2026-9246,0.00213,0.11646
CVE-2026-9247,0.00219,0.12399
CVE-2026-9248,0.00186,0.08378
CVE-2026-9249,0.00186,0.08389
CVE-2026-9251,0.00194,0.09266
CVE-2026-9253,0.00204,0.10533
CVE-2026-9255,0.00119,0.02073
CVE-2026-9256,0.10063,0.95168
CVE-2026-9258,0.00267,0.18616
CVE-2026-9259,0.00195,0.09371
CVE-2026-9260,0.00232,0.14113
CVE-2026-9261,0.00184,0.08174
CVE-2026-9262,0.00264,0.18073
CVE-2026-9263,0.00313,0.23727
CVE-2026-9264,0.00231,0.14008
CVE-2026-9265,0.00632,0.46936
CVE-2026-9266,0.0007,0.00042
CVE-2026-9267,0.00166,0.06189
CVE-2026-9269,0.00145,0.04263
CVE-2026-9270,0.00331,0.25657
CVE-2026-9271,0.00707,0.50003
CVE-2026-9272,0.00252,0.16628
CVE-2026-9273,0.00276,0.19761
CVE-2026-9274,0.00125,0.02593
CVE-2026-9277,0.00848,0.54665
CVE-2026-9278,0.00159,0.05561
CVE-2026-9279,0.0027,0.18937
CVE-2026-9280,0.0036,0.28738
CVE-2026-9281,0.00214,0.1188
CVE-2026-9282,0.02773,0.84963
CVE-2026-9284,0.00401,0.32893
CVE-2026-9290,0.02502,0.83183
CVE-2026-9291,0.0038,0.30821
CVE-2026-9292,0.00329,0.25446
CVE-2026-9294,0.00542,0.42598
CVE-2026-9295,0.00542,0.42597
CVE-2026-9296,0.01158,0.64064
CVE-2026-9297,0.01398,0.69848
CVE-2026-9298,0.00228,0.13632
CVE-2026-9299,0.00229,0.13662
CVE-2026-9300,0.00229,0.13662
CVE-2026-9301,0.00229,0.13663
CVE-2026-9302,0.00237,0.14692
CVE-2026-9303,0.00194,0.09257
CVE-2026-9304,0.00199,0.0985
CVE-2026-9305,0.00192,0.09102
CVE-2026-9306,0.00291,0.21356
CVE-2026-9307,0.00298,0.22075
CVE-2026-9308,0.00157,0.05356
CVE-2026-9309,0.00157,0.05357
CVE-2026-9311,0.00508,0.40651
CVE-2026-9312,0.06552,0.93147
CVE-2026-9319,0.00458,0.37494
CVE-2026-9320,0.00349,0.27632
CVE-2026-9322,0.00305,0.22816
CVE-2026-9323,0.00421,0.34675
CVE-2026-9330,0.00515,0.41084
CVE-2026-9334,0.00253,0.16691
CVE-2026-9335,0.00646,0.47552
CVE-2026-9341,0.00255,0.16999
CVE-2026-9342,0.00192,0.09105
CVE-2026-9343,0.01519,0.72144
CVE-2026-9344,0.00445,0.36633
CVE-2026-9345,0.00542,0.42597
CVE-2026-9346,0.00445,0.36635
CVE-2026-9347,0.01519,0.72144
CVE-2026-9348,0.00445,0.36634
CVE-2026-9349,0.0041,0.33726
CVE-2026-9350,0.00278,0.19978
CVE-2026-9351,0.00676,0.48799
CVE-2026-9352,0.00286,0.20791
CVE-2026-9353,0.00305,0.2278
CVE-2026-9354,0.00336,0.26216
CVE-2026-9355,0.00254,0.1684
CVE-2026-9356,0.00254,0.1684
CVE-2026-9357,0.00279,0.20109
CVE-2026-9358,0.00325,0.25009
CVE-2026-9359,0.01398,0.69847
CVE-2026-9360,0.00445,0.36634
