#model_version:v2025.03.14,score_date:2025-06-24T12:55:00Z
cve,epss,percentile
CVE-2003-1000,0.01114,0.77156
CVE-2003-1001,0.00795,0.7293
CVE-2003-1002,0.00655,0.69959
CVE-2003-1003,0.0059,0.68165
CVE-2003-1004,0.00655,0.69959
CVE-2003-1005,0.00763,0.72348
CVE-2003-1006,0.00346,0.56492
CVE-2003-1007,0.00503,0.65037
CVE-2003-1008,0.00073,0.22837
CVE-2003-1009,0.01079,0.76791
CVE-2003-1010,0.00066,0.20803
CVE-2003-1011,0.00047,0.14322
CVE-2003-1012,0.03013,0.8598
CVE-2003-1013,0.04459,0.88559
CVE-2003-1014,0.00341,0.56087
CVE-2003-1015,0.00341,0.56087
CVE-2003-1016,0.00341,0.56087
CVE-2003-1017,0.10246,0.92765
CVE-2003-1018,0.00053,0.16566
CVE-2003-1020,0.00543,0.66664
CVE-2003-1021,0.00066,0.20776
CVE-2003-1022,0.01267,0.78502
CVE-2003-1023,0.08278,0.91793
CVE-2003-1024,0.00069,0.21713
CVE-2003-1025,0.67172,0.98445
CVE-2003-1026,0.59285,0.98101
CVE-2003-1027,0.60933,0.98178
CVE-2003-1028,0.1492,0.94194
CVE-2003-1029,0.21385,0.95381
CVE-2003-1030,0.46046,0.97481
CVE-2003-1031,0.00353,0.56934
CVE-2003-1032,0.04823,0.89024
CVE-2003-1033,0.00036,0.0898
CVE-2003-1034,0.0005,0.15365
CVE-2003-1035,0.00363,0.57541
CVE-2003-1036,0.03077,0.86154
CVE-2003-1037,0.01922,0.82486
CVE-2003-1038,0.00346,0.56491
CVE-2003-1039,0.03474,0.8703
CVE-2003-1040,0.00078,0.24095
CVE-2003-1041,0.70948,0.98604
CVE-2003-1042,0.00569,0.67535
CVE-2003-1043,0.00685,0.70686
CVE-2003-1044,0.00602,0.68468
CVE-2003-1045,0.00524,0.65948
CVE-2003-1046,0.00741,0.71904
CVE-2003-1048,0.5977,0.98127
CVE-2003-1049,0.00051,0.15956
CVE-2003-1050,0.00154,0.3707
CVE-2003-1051,0.0005,0.15558
CVE-2003-1052,0.00373,0.58124
CVE-2003-1053,0.0024,0.47004
CVE-2003-1054,0.07086,0.91045
CVE-2003-1055,0.00249,0.48103
CVE-2003-1056,0.00047,0.14395
CVE-2003-1057,0.00059,0.18681
CVE-2003-1058,0.00077,0.23717
CVE-2003-1059,0.00047,0.14395
CVE-2003-1060,0.00739,0.71868
CVE-2003-1061,0.00063,0.1984
CVE-2003-1062,0.00068,0.21418
CVE-2003-1063,0.00428,0.61553
CVE-2003-1064,0.0135,0.79161
CVE-2003-1065,0.00065,0.20488
CVE-2003-1066,0.02283,0.83955
CVE-2003-1067,0.00092,0.27114
CVE-2003-1068,0.0005,0.15339
CVE-2003-1069,0.00763,0.72348
CVE-2003-1070,0.009,0.74608
CVE-2003-1071,0.00322,0.54521
CVE-2003-1072,0.00065,0.20488
CVE-2003-1073,0.00165,0.38402
CVE-2003-1074,0.00053,0.16741
CVE-2003-1075,0.00911,0.74785
CVE-2003-1076,0.00053,0.16741
CVE-2003-1077,0.0007,0.2219
CVE-2003-1078,0.00602,0.68468
CVE-2003-1079,0.01108,0.77091
CVE-2003-1080,0.00078,0.24007
CVE-2003-1081,0.022,0.83696
CVE-2003-1082,0.00144,0.35643
CVE-2003-1083,0.55808,0.97934
CVE-2003-1084,0.05466,0.89702
