#model_version:v2026.06.15,score_date:2026-07-21T12:03:42Z
cve,epss,percentile
CVE-2026-0005,0.00103,0.01175
CVE-2026-0006,0.00581,0.44008
CVE-2026-0007,0.00094,0.00731
CVE-2026-0008,0.00069,0.00048
CVE-2026-0009,0.00075,0.00128
CVE-2026-0010,0.00094,0.00753
CVE-2026-0011,0.00112,0.01598
CVE-2026-0012,0.001,0.01054
CVE-2026-0013,0.00091,0.00609
CVE-2026-0014,0.00094,0.00759
CVE-2026-0015,0.00094,0.0076
CVE-2026-0016,0.00065,0.00027
CVE-2026-0017,0.00096,0.00829
CVE-2026-0018,0.00071,0.0006
CVE-2026-0019,0.0008,0.00236
CVE-2026-0020,0.00098,0.00957
CVE-2026-0021,0.00098,0.00957
CVE-2026-0023,0.00084,0.00341
CVE-2026-0024,0.00094,0.00733
CVE-2026-0025,0.00102,0.01137
CVE-2026-0026,0.00096,0.00855
CVE-2026-0027,0.00147,0.0441
CVE-2026-0028,0.00152,0.04836
CVE-2026-0029,0.00107,0.01363
CVE-2026-0030,0.00152,0.04836
CVE-2026-0031,0.00152,0.04837
CVE-2026-0032,0.00093,0.00721
CVE-2026-0034,0.00096,0.00874
CVE-2026-0035,0.00103,0.01176
CVE-2026-0036,0.00072,0.00077
CVE-2026-0037,0.00153,0.04916
CVE-2026-0038,0.00233,0.14237
CVE-2026-0039,0.00253,0.16834
CVE-2026-0040,0.00253,0.16836
CVE-2026-0041,0.00253,0.16835
CVE-2026-0042,0.00071,0.0006
CVE-2026-0043,0.00074,0.00108
CVE-2026-0044,0.00253,0.16835
CVE-2026-0045,0.00083,0.00312
CVE-2026-0046,0.00076,0.0014
CVE-2026-0047,0.00138,0.03599
CVE-2026-0048,0.00075,0.00109
CVE-2026-0049,0.00101,0.01075
CVE-2026-0050,0.00068,0.0004
CVE-2026-0051,0.00253,0.16835
CVE-2026-0052,0.00253,0.16834
CVE-2026-0055,0.00084,0.00335
CVE-2026-0056,0.00069,0.00043
CVE-2026-0057,0.00065,0.00024
CVE-2026-0059,0.00114,0.0174
CVE-2026-0060,0.00071,0.00059
CVE-2026-0061,0.00073,0.00084
CVE-2026-0063,0.00155,0.05121
CVE-2026-0064,0.00122,0.02372
CVE-2026-0067,0.00071,0.00059
CVE-2026-0068,0.00123,0.02495
CVE-2026-0069,0.00071,0.00058
CVE-2026-0070,0.00071,0.00059
CVE-2026-0071,0.00155,0.05121
CVE-2026-0072,0.00122,0.02387
CVE-2026-0073,0.00541,0.41928
CVE-2026-0074,0.00071,0.00061
CVE-2026-0075,0.00094,0.00735
CVE-2026-0076,0.00079,0.00186
CVE-2026-0077,0.00082,0.00295
CVE-2026-0078,0.00079,0.00187
CVE-2026-0079,0.00071,0.0006
CVE-2026-0080,0.00265,0.18114
CVE-2026-0081,0.00148,0.04473
CVE-2026-0082,0.00165,0.0609
CVE-2026-0083,0.00121,0.02231
CVE-2026-0085,0.00071,0.0006
CVE-2026-0086,0.00075,0.00109
CVE-2026-0087,0.00082,0.00295
CVE-2026-0088,0.00079,0.00187
CVE-2026-0089,0.00067,0.00035
CVE-2026-0091,0.00067,0.00035
CVE-2026-0092,0.00218,0.12304
CVE-2026-0093,0.00073,0.00088
CVE-2026-0094,0.00058,8e-05
CVE-2026-0095,0.00107,0.01354
CVE-2026-0096,0.00073,0.00088
CVE-2026-0097,0.00121,0.02285
CVE-2026-0098,0.00068,0.0004
CVE-2026-0099,0.00071,0.00055
CVE-2026-0100,0.00075,0.0011
CVE-2026-0102,0.00463,0.37352
CVE-2026-0106,0.00112,0.01653
CVE-2026-0107,0.00078,0.00171
CVE-2026-0108,0.00075,0.00111
CVE-2026-0109,0.00288,0.20823
CVE-2026-0110,0.00306,0.22659
CVE-2026-0111,0.00306,0.2266
CVE-2026-0112,0.00062,0.00015
CVE-2026-0113,0.00306,0.22659
CVE-2026-0114,0.00306,0.22659
CVE-2026-0115,0.0009,0.00572
CVE-2026-0116,0.00306,0.2266
CVE-2026-0117,0.00081,0.00245
CVE-2026-0118,0.00085,0.00407
CVE-2026-0119,0.00097,0.00888
CVE-2026-0120,0.00306,0.2266
CVE-2026-0121,0.00056,6e-05
CVE-2026-0122,0.00095,0.00829
CVE-2026-0123,0.00073,0.00092
CVE-2026-0124,0.00136,0.03475
CVE-2026-0125,0.00067,0.00036
CVE-2026-0126,0.00277,0.19767
CVE-2026-0127,0.00253,0.16834
CVE-2026-0128,0.00182,0.08061
CVE-2026-0129,0.00168,0.06508
CVE-2026-0130,0.00173,0.07047
CVE-2026-0131,0.00072,0.00082
CVE-2026-0132,0.00285,0.20601
CVE-2026-0133,0.00067,0.00036
CVE-2026-0134,0.00072,0.00078
CVE-2026-0135,0.00103,0.01187
CVE-2026-0136,0.00253,0.16836
CVE-2026-0137,0.00073,0.00093
CVE-2026-0138,0.00073,0.00093
CVE-2026-0139,0.00277,0.19767
CVE-2026-0140,0.00178,0.07538
CVE-2026-0141,0.002,0.10062
CVE-2026-0142,0.00069,0.00044
CVE-2026-0143,0.00073,0.0009
CVE-2026-0144,0.00253,0.16834
CVE-2026-0145,0.00068,0.00042
CVE-2026-0146,0.00277,0.19767
CVE-2026-0147,0.00277,0.19767
CVE-2026-0148,0.00277,0.19768
CVE-2026-0149,0.00285,0.20601
CVE-2026-0150,0.00067,0.00034
CVE-2026-0151,0.00231,0.13964
CVE-2026-0152,0.00071,0.00069
CVE-2026-0153,0.00068,0.00041
CVE-2026-0154,0.00231,0.13965
CVE-2026-0155,0.00169,0.06573
CVE-2026-0156,0.00211,0.11486
CVE-2026-0157,0.00169,0.06573
CVE-2026-0158,0.0006,0.00011
CVE-2026-0160,0.00231,0.13964
CVE-2026-0161,0.00231,0.13964
CVE-2026-0162,0.00231,0.13964
CVE-2026-0164,0.00231,0.13963
CVE-2026-0165,0.00171,0.06739
CVE-2026-0203,0.00249,0.16284
CVE-2026-0204,0.00417,0.3392
CVE-2026-0205,0.00428,0.34775
CVE-2026-0206,0.00504,0.39881
CVE-2026-0207,0.00378,0.3018
CVE-2026-0209,0.00378,0.30181
CVE-2026-0227,0.00674,0.48123
CVE-2026-0228,0.00188,0.08651
CVE-2026-0229,0.0056,0.42969
CVE-2026-0230,0.00144,0.04087
CVE-2026-0231,0.00171,0.06741
CVE-2026-0232,0.00146,0.04283
CVE-2026-0233,0.00175,0.07233
CVE-2026-0234,0.00231,0.14021
CVE-2026-0235,0.0011,0.01502
CVE-2026-0236,0.00158,0.05409
CVE-2026-0237,0.0015,0.04601
CVE-2026-0238,0.00098,0.00956
CVE-2026-0239,0.00173,0.07043
