#model_version:v2026.06.15,score_date:2026-09-24T12:00:20Z
cve,epss,percentile
CVE-2014-4000,0.01672,0.75789
CVE-2014-4002,0.02096,0.80847
CVE-2014-4003,0.0299,0.86767
CVE-2014-4004,0.01369,0.70684
CVE-2014-4005,0.01369,0.70682
CVE-2014-4006,0.01369,0.70681
CVE-2014-4007,0.01369,0.70679
CVE-2014-4008,0.01369,0.70681
CVE-2014-4009,0.01369,0.70679
CVE-2014-4010,0.01369,0.70683
CVE-2014-4011,0.01369,0.70683
CVE-2014-4012,0.01369,0.70681
CVE-2014-4013,0.00565,0.44512
CVE-2014-4014,0.03303,0.88043
CVE-2014-4017,0.01636,0.75276
CVE-2014-4018,0.06297,0.9334
CVE-2014-4019,0.12669,0.96112
CVE-2014-4020,0.01413,0.71537
CVE-2014-4021,0.00684,0.50441
CVE-2014-4022,0.00542,0.43108
CVE-2014-4023,0.01842,0.78067
CVE-2014-4024,0.01609,0.74856
CVE-2014-4027,0.0065,0.48932
CVE-2014-4030,0.02857,0.8616
CVE-2014-4031,0.00937,0.59148
CVE-2014-4032,0.01854,0.78225
CVE-2014-4033,0.03299,0.88031
CVE-2014-4034,0.0625,0.93296
CVE-2014-4035,0.03284,0.87967
CVE-2014-4036,0.01012,0.61607
CVE-2014-4037,0.0251,0.84083
CVE-2014-4038,0.00352,0.2605
CVE-2014-4039,0.00377,0.28886
CVE-2014-4040,0.01826,0.77873
CVE-2014-4043,0.03922,0.89941
CVE-2014-4044,0.01595,0.74651
CVE-2014-4045,0.02769,0.85695
CVE-2014-4046,0.05679,0.927
CVE-2014-4047,0.0491,0.91774
CVE-2014-4048,0.02769,0.85695
CVE-2014-4049,0.1091,0.9572
CVE-2014-4050,0.16528,0.96892
CVE-2014-4051,0.16528,0.9689
CVE-2014-4052,0.16528,0.9689
CVE-2014-4055,0.16528,0.96889
CVE-2014-4056,0.16528,0.96891
CVE-2014-4057,0.16463,0.96873
CVE-2014-4058,0.16528,0.96889
CVE-2014-4059,0.15993,0.96783
CVE-2014-4060,0.23498,0.9772
CVE-2014-4061,0.26499,0.9794
CVE-2014-4062,0.14261,0.96467
CVE-2014-4063,0.2347,0.97717
CVE-2014-4064,0.02445,0.83645
CVE-2014-4065,0.15145,0.96622
CVE-2014-4066,0.07714,0.94394
CVE-2014-4067,0.16528,0.9689
CVE-2014-4068,0.19692,0.97306
CVE-2014-4070,0.10916,0.95722
CVE-2014-4071,0.18986,0.97205
CVE-2014-4072,0.30942,0.98199
CVE-2014-4073,0.23425,0.97713
CVE-2014-4074,0.01877,0.785
CVE-2014-4075,0.2016,0.9737
CVE-2014-4076,0.22666,0.97645
CVE-2014-4077,0.54577,0.98984
CVE-2014-4078,0.20101,0.97361
CVE-2014-4079,0.15993,0.96783
CVE-2014-4080,0.25549,0.97882
CVE-2014-4081,0.25549,0.97883
CVE-2014-4082,0.16393,0.9686
CVE-2014-4083,0.15993,0.96784
CVE-2014-4084,0.2347,0.97717
CVE-2014-4085,0.15993,0.96786
CVE-2014-4086,0.16393,0.96864
CVE-2014-4087,0.15993,0.96787
CVE-2014-4088,0.15993,0.96784
CVE-2014-4089,0.22736,0.9765
CVE-2014-4090,0.15993,0.96784
CVE-2014-4091,0.15993,0.96784
CVE-2014-4092,0.15993,0.96787
CVE-2014-4093,0.16393,0.96864
CVE-2014-4094,0.22736,0.9765
CVE-2014-4095,0.15993,0.96787
CVE-2014-4096,0.15993,0.96783
CVE-2014-4097,0.15993,0.96785
CVE-2014-4098,0.15993,0.96785
CVE-2014-4099,0.15993,0.96785
CVE-2014-4100,0.15993,0.96787
CVE-2014-4101,0.19542,0.97286
CVE-2014-4102,0.15993,0.96786
CVE-2014-4103,0.15993,0.96786
CVE-2014-4104,0.15993,0.96785
CVE-2014-4105,0.15145,0.9662
CVE-2014-4106,0.15145,0.96621
CVE-2014-4107,0.15145,0.96621
CVE-2014-4108,0.15145,0.96621
CVE-2014-4109,0.3125,0.98214
CVE-2014-4110,0.15145,0.96621
CVE-2014-4111,0.15145,0.9662
CVE-2014-4112,0.08379,0.94771
CVE-2014-4113,0.86928,0.99742
CVE-2014-4114,0.81628,0.99634
CVE-2014-4115,0.02882,0.86278
CVE-2014-4116,0.08801,0.94994
CVE-2014-4117,0.17458,0.97024
CVE-2014-4118,0.13661,0.96348
CVE-2014-4121,0.19227,0.97238
CVE-2014-4122,0.13055,0.96208
CVE-2014-4123,0.47133,0.98794
CVE-2014-4124,0.116,0.9589
CVE-2014-4126,0.21425,0.97526
CVE-2014-4127,0.16393,0.96863
CVE-2014-4128,0.17209,0.9699
CVE-2014-4129,0.24513,0.97801
CVE-2014-4130,0.1715,0.9698
CVE-2014-4132,0.16584,0.96901
CVE-2014-4133,0.16733,0.96923
CVE-2014-4134,0.1715,0.9698
CVE-2014-4137,0.22736,0.9765
CVE-2014-4138,0.32242,0.98266
CVE-2014-4140,0.20683,0.97444
CVE-2014-4141,0.30514,0.98177
CVE-2014-4143,0.20885,0.97474
CVE-2014-4145,0.08694,0.94942
CVE-2014-4148,0.5985,0.99102
CVE-2014-4149,0.21441,0.97527
CVE-2014-4150,0.00463,0.37416
CVE-2014-4151,0.07321,0.94158
CVE-2014-4152,0.05785,0.92819
CVE-2014-4153,0.07385,0.94198
CVE-2014-4154,0.06567,0.9357
CVE-2014-4155,0.02268,0.82287
CVE-2014-4156,0.012,0.6683
CVE-2014-4157,0.00511,0.40979
CVE-2014-4158,0.14301,0.96475
CVE-2014-4159,0.01282,0.6879
CVE-2014-4160,0.01206,0.66971
CVE-2014-4161,0.01161,0.65767
CVE-2014-4162,0.02635,0.84906
