#model_version:v2026.06.15,score_date:2026-09-21T12:03:23Z
cve,epss,percentile
CVE-2013-0001,0.13553,0.9634
CVE-2013-0002,0.25118,0.9788
CVE-2013-0003,0.23843,0.97764
CVE-2013-0004,0.21423,0.97549
CVE-2013-0005,0.32096,0.9828
CVE-2013-0006,0.28084,0.98072
CVE-2013-0007,0.31574,0.98252
CVE-2013-0008,0.17089,0.96997
CVE-2013-0009,0.1364,0.96367
CVE-2013-0010,0.16618,0.96929
CVE-2013-0011,0.30279,0.98186
CVE-2013-0013,0.06351,0.93412
CVE-2013-0015,0.15853,0.96786
CVE-2013-0018,0.19905,0.97359
CVE-2013-0019,0.34923,0.98403
CVE-2013-0020,0.28331,0.98083
CVE-2013-0021,0.21185,0.97526
CVE-2013-0022,0.16805,0.96954
CVE-2013-0023,0.18572,0.97192
CVE-2013-0024,0.19905,0.97359
CVE-2013-0025,0.55765,0.99022
CVE-2013-0026,0.19905,0.97359
CVE-2013-0027,0.19905,0.97358
CVE-2013-0028,0.19905,0.97358
CVE-2013-0029,0.30339,0.9819
CVE-2013-0030,0.26696,0.97979
CVE-2013-0073,0.29632,0.98153
CVE-2013-0074,0.81009,0.99624
CVE-2013-0075,0.69936,0.9936
CVE-2013-0076,0.01791,0.77065
CVE-2013-0077,0.24242,0.97797
CVE-2013-0078,0.01806,0.77275
CVE-2013-0079,0.26684,0.97978
CVE-2013-0080,0.1929,0.97272
CVE-2013-0081,0.76746,0.99538
CVE-2013-0082,0.18682,0.97205
CVE-2013-0083,0.14333,0.96501
CVE-2013-0084,0.2135,0.97542
CVE-2013-0085,0.33975,0.98366
CVE-2013-0086,0.23969,0.97776
CVE-2013-0087,0.18477,0.97183
CVE-2013-0088,0.19804,0.97343
CVE-2013-0089,0.18477,0.97183
CVE-2013-0090,0.38223,0.98541
CVE-2013-0091,0.19804,0.97342
CVE-2013-0092,0.28194,0.98078
CVE-2013-0093,0.18477,0.97183
CVE-2013-0094,0.18477,0.97184
CVE-2013-0095,0.20801,0.97485
CVE-2013-0096,0.16097,0.96825
CVE-2013-0107,0.03891,0.89801
CVE-2013-0108,0.26639,0.97975
CVE-2013-0109,0.04472,0.91038
CVE-2013-0110,0.0036,0.29697
CVE-2013-0111,0.0036,0.29698
CVE-2013-0113,0.0322,0.87664
CVE-2013-0118,0.01724,0.76194
CVE-2013-0120,0.01465,0.72096
CVE-2013-0122,0.00359,0.29561
CVE-2013-0123,0.01468,0.72165
CVE-2013-0124,0.01141,0.64769
CVE-2013-0125,0.01682,0.75571
CVE-2013-0126,0.02938,0.86453
CVE-2013-0127,0.03787,0.89534
CVE-2013-0128,0.01308,0.68866
CVE-2013-0129,0.00815,0.5512
CVE-2013-0130,0.0226,0.82032
CVE-2013-0131,0.04807,0.91572
CVE-2013-0132,0.0126,0.67816
CVE-2013-0133,0.00395,0.3349
CVE-2013-0134,0.01012,0.61186
CVE-2013-0135,0.02978,0.86626
CVE-2013-0136,0.40338,0.98619
CVE-2013-0137,0.13446,0.96316
CVE-2013-0138,0.04752,0.91489
CVE-2013-0139,0.01598,0.74272
CVE-2013-0140,0.02544,0.84208
CVE-2013-0141,0.01116,0.64148
CVE-2013-0142,0.01308,0.68866
CVE-2013-0143,0.06965,0.93912
CVE-2013-0144,0.00619,0.47983
CVE-2013-0145,0.08868,0.95038
CVE-2013-0148,0.00691,0.50987
CVE-2013-0149,0.02476,0.83728
CVE-2013-0150,0.06316,0.93383
CVE-2013-0151,0.00603,0.47238
CVE-2013-0152,0.00373,0.31042
CVE-2013-0153,0.00411,0.35002
CVE-2013-0154,0.00372,0.31014
CVE-2013-0155,0.08245,0.94732
CVE-2013-0156,0.99449,0.99943
CVE-2013-0157,0.00375,0.31268
CVE-2013-0158,0.02455,0.83592
CVE-2013-0159,0.00331,0.26429
CVE-2013-0160,0.00732,0.52446
CVE-2013-0161,0.00972,0.59963
CVE-2013-0162,0.00343,0.27834
CVE-2013-0163,0.00305,0.23389
CVE-2013-0164,0.00365,0.30265
CVE-2013-0165,0.00813,0.55052
CVE-2013-0166,0.1965,0.97327
CVE-2013-0167,0.00562,0.45297
CVE-2013-0168,0.01919,0.78722
CVE-2013-0169,0.35584,0.98428
CVE-2013-0170,0.05774,0.92804
CVE-2013-0171,0.02974,0.86607
CVE-2013-0172,0.02426,0.83358
CVE-2013-0173,0.01118,0.64188
CVE-2013-0174,0.01667,0.75342
CVE-2013-0175,0.03726,0.89331
CVE-2013-0176,0.03049,0.86921
CVE-2013-0177,0.2123,0.97533
CVE-2013-0178,0.00415,0.35407
CVE-2013-0179,0.01498,0.72692
CVE-2013-0180,0.00323,0.25487
CVE-2013-0181,0.0135,0.69832
CVE-2013-0182,0.01369,0.70259
CVE-2013-0183,0.03778,0.89495
CVE-2013-0184,0.02418,0.83304
CVE-2013-0185,0.0083,0.55557
CVE-2013-0186,0.00914,0.5806
CVE-2013-0187,0.01078,0.63132
CVE-2013-0189,0.23026,0.97697
CVE-2013-0190,0.00366,0.30295
