#model_version:v2026.06.15,score_date:2026-06-15T12:03:41Z
cve,epss,percentile
CVE-2025-0001,0.0043,0.34065
CVE-2025-0003,0.00077,0.00164
CVE-2025-0005,0.00105,0.01306
CVE-2025-0007,0.0009,0.00611
CVE-2025-0009,0.0012,0.02137
CVE-2025-0010,0.00113,0.01716
CVE-2025-0011,0.00169,0.06551
CVE-2025-0012,0.00136,0.03307
CVE-2025-0014,0.00156,0.05046
CVE-2025-0015,0.00156,0.05114
CVE-2025-0028,0.00104,0.0125
CVE-2025-0029,0.00115,0.01851
CVE-2025-0031,0.00112,0.01624
CVE-2025-0032,0.00142,0.03795
CVE-2025-0033,0.00194,0.09238
CVE-2025-0034,0.00118,0.01998
CVE-2025-0035,0.00183,0.08051
CVE-2025-0036,0.00123,0.02398
CVE-2025-0037,0.00142,0.03852
CVE-2025-0038,0.00115,0.01824
CVE-2025-0040,0.00125,0.02509
CVE-2025-0044,0.00099,0.01027
CVE-2025-0045,0.00112,0.01629
CVE-2025-0049,0.00213,0.11543
CVE-2025-0050,0.00139,0.03527
CVE-2025-0051,0.00331,0.24654
CVE-2025-0052,0.0029,0.2045
CVE-2025-0053,0.00325,0.24053
CVE-2025-0054,0.00247,0.15721
CVE-2025-0055,0.00233,0.13921
CVE-2025-0056,0.0019,0.08751
CVE-2025-0057,0.0023,0.13607
CVE-2025-0058,0.00324,0.23916
CVE-2025-0059,0.00184,0.08104
CVE-2025-0060,0.00386,0.30196
CVE-2025-0061,0.00487,0.37866
CVE-2025-0062,0.00254,0.16516
CVE-2025-0063,0.00724,0.49041
CVE-2025-0064,0.0036,0.27662
CVE-2025-0065,0.0048,0.37471
CVE-2025-0066,0.00523,0.40004
CVE-2025-0067,0.00248,0.15799
CVE-2025-0068,0.00261,0.17206
CVE-2025-0069,0.00175,0.07169
CVE-2025-0070,0.00675,0.47202
CVE-2025-0071,0.00357,0.27311
CVE-2025-0072,0.00298,0.21233
CVE-2025-0073,0.00132,0.03064
CVE-2025-0074,0.00396,0.31194
CVE-2025-0075,0.00396,0.31194
CVE-2025-0076,0.00078,0.00184
CVE-2025-0077,0.001,0.01088
CVE-2025-0078,0.00283,0.19834
CVE-2025-0079,0.00093,0.00699
CVE-2025-0080,0.00088,0.00527
CVE-2025-0081,0.00352,0.26843
CVE-2025-0082,0.00085,0.00428
CVE-2025-0083,0.00091,0.00631
CVE-2025-0084,0.00209,0.10984
CVE-2025-0086,0.00124,0.02476
CVE-2025-0087,0.00209,0.10987
CVE-2025-0089,0.00098,0.00974
CVE-2025-0092,0.00146,0.04148
CVE-2025-0093,0.00297,0.21106
CVE-2025-0101,0.00306,0.21996
CVE-2025-0103,0.00596,0.43632
CVE-2025-0104,0.00344,0.26073
CVE-2025-0105,0.12333,0.95668
CVE-2025-0106,0.00466,0.36531
CVE-2025-0107,0.76708,0.99484
CVE-2025-0108,0.98338,0.99909
CVE-2025-0109,0.00578,0.42814
CVE-2025-0110,0.01227,0.64831
CVE-2025-0111,0.01818,0.75838
CVE-2025-0112,0.00185,0.08265
CVE-2025-0113,0.00248,0.15786
CVE-2025-0114,0.00382,0.2975
CVE-2025-0115,0.00176,0.07315
CVE-2025-0116,0.00221,0.12481
CVE-2025-0117,0.0015,0.04542
CVE-2025-0118,0.00411,0.32566
CVE-2025-0119,0.00519,0.3978
CVE-2025-0120,0.00132,0.03036
CVE-2025-0121,0.00142,0.03783
CVE-2025-0122,0.00224,0.12775
CVE-2025-0123,0.00101,0.01115
CVE-2025-0124,0.00282,0.19657
CVE-2025-0125,0.0034,0.25555
CVE-2025-0126,0.00324,0.2397
CVE-2025-0127,0.00558,0.41858
CVE-2025-0128,0.0026,0.17164
CVE-2025-0129,0.00153,0.04784
CVE-2025-0130,0.00341,0.25738
CVE-2025-0131,0.00131,0.02989
CVE-2025-0132,0.00373,0.28847
CVE-2025-0133,0.3138,0.98046
CVE-2025-0134,0.00385,0.30113
CVE-2025-0135,0.00115,0.01842
CVE-2025-0136,0.00129,0.02805
CVE-2025-0137,0.00325,0.24039
CVE-2025-0138,0.00299,0.21304
CVE-2025-0139,0.00127,0.02648
CVE-2025-0140,0.00128,0.02749
CVE-2025-0141,0.00166,0.06106
CVE-2025-0142,0.00263,0.17414
CVE-2025-0143,0.00454,0.35785
CVE-2025-0144,0.00329,0.24451
CVE-2025-0145,0.00205,0.10453
CVE-2025-0146,0.00224,0.1279
CVE-2025-0147,0.00589,0.43328
CVE-2025-0148,0.0016,0.05529
CVE-2025-0149,0.00231,0.13632
CVE-2025-0150,0.00456,0.35971
CVE-2025-0151,0.00401,0.31627
CVE-2025-0154,0.00331,0.24644
CVE-2025-0158,0.00135,0.0328
CVE-2025-0159,0.00796,0.51492
CVE-2025-0160,0.00488,0.37923
CVE-2025-0161,0.00224,0.12844
CVE-2025-0162,0.00465,0.36472
CVE-2025-0163,0.00294,0.20812
CVE-2025-0164,0.00119,0.02041
CVE-2025-0165,0.0037,0.28624
CVE-2025-0167,0.00635,0.45487
CVE-2025-0168,0.00535,0.40644
CVE-2025-0169,0.00253,0.1636
CVE-2025-0170,0.00275,0.19059
CVE-2025-0171,0.0043,0.34091
CVE-2025-0172,0.0043,0.34092
CVE-2025-0173,0.00521,0.39858
CVE-2025-0174,0.00413,0.32752
CVE-2025-0175,0.00379,0.29444
CVE-2025-0176,0.0043,0.34092
CVE-2025-0177,0.00417,0.33046
CVE-2025-0178,0.00215,0.11754
CVE-2025-0180,0.00482,0.37562
CVE-2025-0181,0.00571,0.42539
CVE-2025-0182,0.00618,0.44723
CVE-2025-0183,0.00338,0.25389
CVE-2025-0184,0.00439,0.34791
CVE-2025-0185,0.00915,0.55297
CVE-2025-0186,0.00402,0.31697
CVE-2025-0187,0.00634,0.45416
CVE-2025-0188,0.00423,0.33584
CVE-2025-0189,0.00549,0.41392
CVE-2025-0190,0.00549,0.41392
CVE-2025-0191,0.00506,0.38995
CVE-2025-0192,0.0026,0.17077
CVE-2025-0193,0.00287,0.20158
CVE-2025-0194,0.0047,0.36799
CVE-2025-0195,0.00414,0.32796
CVE-2025-0196,0.00414,0.32796
CVE-2025-0197,0.00414,0.32796
CVE-2025-0198,0.00414,0.32797
CVE-2025-0199,0.00414,0.32797
CVE-2025-0200,0.00501,0.38699
CVE-2025-0201,0.00414,0.32797
CVE-2025-0202,0.00304,0.21855
CVE-2025-0203,0.00584,0.43122
CVE-2025-0204,0.00584,0.43122
CVE-2025-0205,0.00509,0.39166
CVE-2025-0206,0.00608,0.44241
CVE-2025-0207,0.00673,0.47098
CVE-2025-0208,0.00489,0.38004
CVE-2025-0209,0.00213,0.11463
CVE-2025-0210,0.00613,0.44449
CVE-2025-0211,0.00651,0.46165
CVE-2025-0212,0.00509,0.39165
CVE-2025-0213,0.00494,0.38275
CVE-2025-0214,0.00328,0.24353
CVE-2025-0215,0.00354,0.26999
CVE-2025-0217,0.00173,0.06927
CVE-2025-0218,0.00171,0.06668
CVE-2025-0219,0.00298,0.21231
CVE-2025-0220,0.00399,0.31503
CVE-2025-0221,0.00349,0.26537
CVE-2025-0222,0.00349,0.26537
CVE-2025-0223,0.00349,0.26537
CVE-2025-0224,0.00426,0.33778
CVE-2025-0225,0.00455,0.3589
CVE-2025-0226,0.00404,0.31919
CVE-2025-0227,0.00309,0.22331
CVE-2025-0228,0.00289,0.2037
CVE-2025-0229,0.00655,0.46347
CVE-2025-0230,0.00655,0.46347
CVE-2025-0231,0.00467,0.366
CVE-2025-0232,0.00499,0.38557
CVE-2025-0233,0.00625,0.45032
CVE-2025-0234,0.00575,0.42719
CVE-2025-0235,0.00575,0.42719
CVE-2025-0236,0.00575,0.42719
CVE-2025-0237,0.00593,0.43518
CVE-2025-0238,0.00797,0.51521
CVE-2025-0239,0.00228,0.13387
CVE-2025-0240,0.00664,0.46707
CVE-2025-0241,0.00718,0.48834
CVE-2025-0242,0.12443,0.95685
CVE-2025-0243,0.00247,0.15694
CVE-2025-0244,0.06274,0.92655
CVE-2025-0245,0.00284,0.19889
CVE-2025-0246,0.00426,0.33774
CVE-2025-0247,0.08894,0.94542
CVE-2025-0248,0.00309,0.22264
CVE-2025-0249,0.00205,0.10458
CVE-2025-0250,0.00169,0.06566
CVE-2025-0251,0.00197,0.09488
CVE-2025-0252,0.00136,0.03333
CVE-2025-0253,0.00198,0.09683
CVE-2025-0254,0.00256,0.16687
CVE-2025-0255,0.00581,0.42996
CVE-2025-0256,0.00239,0.14653
CVE-2025-0257,0.00255,0.16599
CVE-2025-0272,0.002,0.09833
CVE-2025-0273,0.00133,0.03088
CVE-2025-0274,0.0024,0.14777
CVE-2025-0275,0.0024,0.14778
CVE-2025-0276,0.00279,0.19376
CVE-2025-0277,0.00279,0.19375
CVE-2025-0278,0.00235,0.14128
CVE-2025-0279,0.00235,0.14128
CVE-2025-0280,0.00098,0.00985
CVE-2025-0281,0.00327,0.24245
CVE-2025-0282,0.9997,0.99978
CVE-2025-0283,0.17108,0.96679
CVE-2025-0285,0.0031,0.22507
CVE-2025-0286,0.00359,0.27498
CVE-2025-0287,0.00344,0.26005
CVE-2025-0288,0.0046,0.36178
CVE-2025-0289,0.0031,0.22507
CVE-2025-0290,0.00343,0.25938
CVE-2025-0291,0.07071,0.93371
CVE-2025-0292,0.00556,0.41732
CVE-2025-0293,0.00398,0.31298
CVE-2025-0294,0.00652,0.46182
CVE-2025-0295,0.00448,0.35437
CVE-2025-0296,0.00664,0.46703
CVE-2025-0297,0.00629,0.45212
CVE-2025-0298,0.00873,0.54008
CVE-2025-0299,0.00558,0.41883
CVE-2025-0300,0.00525,0.40112
CVE-2025-0301,0.00399,0.31482
CVE-2025-0302,0.00143,0.03855
CVE-2025-0303,0.00162,0.05784
CVE-2025-0304,0.0016,0.05488
CVE-2025-0306,0.00626,0.45058
CVE-2025-0308,0.00491,0.38124
CVE-2025-0309,0.00173,0.06953
