#model_version:v2026.06.15,score_date:2026-09-26T12:00:22Z
cve,epss,percentile
CVE-1999-0001,0.03351,0.88243
CVE-1999-0002,0.27858,0.98033
CVE-1999-0003,0.24565,0.9781
CVE-1999-0004,0.02794,0.85876
CVE-1999-0005,0.18415,0.97142
CVE-1999-0006,0.12124,0.96016
CVE-1999-0007,0.07637,0.94365
CVE-1999-0008,0.03872,0.89834
CVE-1999-0009,0.29013,0.98104
CVE-1999-0010,0.02371,0.83153
CVE-1999-0011,0.05469,0.92472
CVE-1999-0012,0.18528,0.97159
CVE-1999-0013,0.01129,0.65036
CVE-1999-0014,0.01223,0.6752
CVE-1999-0015,0.35444,0.98401
CVE-1999-0016,0.95739,0.9987
CVE-1999-0017,0.02002,0.79944
CVE-1999-0018,0.10483,0.95604
CVE-1999-0019,0.01671,0.75859
CVE-1999-0021,0.2667,0.97958
CVE-1999-0022,0.00491,0.39732
CVE-1999-0023,0.00775,0.53963
CVE-1999-0024,0.04976,0.919
CVE-1999-0025,0.12261,0.96045
CVE-1999-0026,0.00906,0.5826
CVE-1999-0027,0.01168,0.66061
CVE-1999-0028,0.00435,0.35242
CVE-1999-0029,0.01236,0.67847
CVE-1999-0030,0.01061,0.63181
CVE-1999-0031,0.18298,0.9713
CVE-1999-0032,0.00991,0.61046
CVE-1999-0033,0.00629,0.48019
CVE-1999-0034,0.01175,0.66271
CVE-1999-0035,0.00815,0.55343
CVE-1999-0036,0.01401,0.71414
CVE-1999-0037,0.03508,0.88765
CVE-1999-0038,0.01322,0.69747
CVE-1999-0039,0.16209,0.96835
CVE-1999-0040,0.01228,0.67669
CVE-1999-0041,0.09088,0.95133
CVE-1999-0042,0.12727,0.96134
CVE-1999-0043,0.44566,0.98726
CVE-1999-0044,0.00781,0.54147
CVE-1999-0045,0.25969,0.97919
CVE-1999-0046,0.51878,0.98915
CVE-1999-0047,0.03112,0.8729
CVE-1999-0048,0.03134,0.87382
CVE-1999-0049,0.00442,0.35922
CVE-1999-0050,0.01237,0.67861
CVE-1999-0051,0.01296,0.69184
CVE-1999-0052,0.02144,0.81333
CVE-1999-0053,0.01722,0.76566
CVE-1999-0054,0.01361,0.70616
CVE-1999-0055,0.00449,0.3653
CVE-1999-0056,0.00366,0.2786
CVE-1999-0057,0.08186,0.94679
CVE-1999-0058,0.018,0.77609
CVE-1999-0059,0.01594,0.74716
CVE-1999-0060,0.08621,0.94919
CVE-1999-0061,0.02463,0.83824
CVE-1999-0062,0.00568,0.44848
CVE-1999-0063,0.08247,0.94709
CVE-1999-0064,0.00745,0.52936
CVE-1999-0065,0.03188,0.87586
CVE-1999-0066,0.12334,0.96059
CVE-1999-0067,0.86871,0.99741
CVE-1999-0068,0.07028,0.9396
CVE-1999-0069,0.01395,0.71283
CVE-1999-0070,0.29579,0.98132
CVE-1999-0071,0.03571,0.88946
CVE-1999-0072,0.00404,0.3202
