#model_version:v2026.06.15,score_date:2026-09-26T12:00:22Z
cve,epss,percentile
CVE-2004-0001,0.00436,0.35424
CVE-2004-0002,0.0211,0.81043
CVE-2004-0003,0.00444,0.36059
CVE-2004-0004,0.0209,0.8085
CVE-2004-0005,0.11214,0.95819
CVE-2004-0006,0.07605,0.94343
CVE-2004-0007,0.07185,0.94089
CVE-2004-0008,0.08497,0.94852
CVE-2004-0009,0.01166,0.66024
CVE-2004-0010,0.00467,0.37905
CVE-2004-0011,0.04177,0.90555
CVE-2004-0013,0.01798,0.77579
CVE-2004-0014,0.02787,0.85849
CVE-2004-0015,0.00346,0.25514
CVE-2004-0016,0.0159,0.7465
CVE-2004-0017,0.01243,0.6803
CVE-2004-0028,0.02361,0.83091
CVE-2004-0029,0.00361,0.27306
CVE-2004-0030,0.07347,0.94189
CVE-2004-0031,0.01549,0.74037
CVE-2004-0032,0.01837,0.78088
CVE-2004-0033,0.02791,0.85865
CVE-2004-0034,0.02487,0.83982
CVE-2004-0035,0.01243,0.68029
CVE-2004-0036,0.01185,0.66554
CVE-2004-0037,0.0221,0.81894
CVE-2004-0038,0.03206,0.8767
CVE-2004-0039,0.09314,0.95212
CVE-2004-0040,0.07623,0.94357
CVE-2004-0041,0.01585,0.7459
CVE-2004-0042,0.01226,0.67621
CVE-2004-0043,0.03601,0.8905
CVE-2004-0044,0.01684,0.76046
CVE-2004-0045,0.08622,0.94919
CVE-2004-0046,0.01929,0.79167
CVE-2004-0047,0.0036,0.27191
CVE-2004-0049,0.01474,0.7277
CVE-2004-0050,0.01388,0.71166
CVE-2004-0051,0.02383,0.83228
CVE-2004-0052,0.02383,0.83227
CVE-2004-0053,0.02383,0.83228
CVE-2004-0054,0.04572,0.91289
CVE-2004-0055,0.03629,0.89129
CVE-2004-0056,0.03811,0.89667
CVE-2004-0057,0.05275,0.92275
CVE-2004-0058,0.00389,0.30345
CVE-2004-0059,0.01312,0.69524
CVE-2004-0060,0.01259,0.68399
CVE-2004-0061,0.01435,0.72035
CVE-2004-0062,0.01317,0.69656
CVE-2004-0063,0.01326,0.69842
CVE-2004-0064,0.0076,0.53458
CVE-2004-0065,0.01898,0.78829
CVE-2004-0066,0.01409,0.71558
CVE-2004-0067,0.03148,0.87438
CVE-2004-0068,0.01504,0.73302
CVE-2004-0069,0.09773,0.95376
CVE-2004-0070,0.02957,0.8666
CVE-2004-0071,0.07141,0.94053
CVE-2004-0072,0.03711,0.89363
CVE-2004-0073,0.08773,0.94998
CVE-2004-0074,0.00993,0.61089
CVE-2004-0075,0.00392,0.30664
CVE-2004-0077,0.02434,0.8362
CVE-2004-0078,0.05427,0.92428
CVE-2004-0079,0.09537,0.95294
CVE-2004-0080,0.03332,0.88179
CVE-2004-0081,0.07229,0.94114
CVE-2004-0082,0.03497,0.88731
CVE-2004-0083,0.21175,0.97511
CVE-2004-0084,0.24863,0.97837
CVE-2004-0085,0.01561,0.74229
CVE-2004-0086,0.0126,0.6842
CVE-2004-0087,0.00335,0.24329
CVE-2004-0088,0.00335,0.24329
CVE-2004-0089,0.00438,0.35537
CVE-2004-0090,0.01715,0.76476
CVE-2004-0091,0.01208,0.67159
CVE-2004-0092,0.01385,0.71088
CVE-2004-0093,0.03103,0.87256
CVE-2004-0094,0.03103,0.87256
CVE-2004-0095,0.37199,0.98474
CVE-2004-0096,0.03919,0.89964
CVE-2004-0097,0.10309,0.9555
CVE-2004-0099,0.0033,0.23602
CVE-2004-0103,0.00382,0.29591
CVE-2004-0104,0.2622,0.97933
CVE-2004-0105,0.08227,0.947
CVE-2004-0106,0.00429,0.34594
CVE-2004-0107,0.00392,0.30661
CVE-2004-0108,0.0036,0.27191
CVE-2004-0109,0.00557,0.44201
CVE-2004-0110,0.24232,0.97783
CVE-2004-0111,0.02072,0.80678
CVE-2004-0112,0.10424,0.95583
CVE-2004-0113,0.11008,0.95761
CVE-2004-0114,0.00724,0.52154
CVE-2004-0115,0.02228,0.82041
CVE-2004-0116,0.37552,0.98487
CVE-2004-0117,0.26503,0.97946
CVE-2004-0118,0.22349,0.97616
CVE-2004-0119,0.39624,0.98569
CVE-2004-0120,0.50659,0.98883
CVE-2004-0121,0.47676,0.98809
CVE-2004-0122,0.22467,0.97626
CVE-2004-0123,0.29748,0.98141
CVE-2004-0124,0.21976,0.97585
CVE-2004-0125,0.00337,0.2448
CVE-2004-0126,0.00331,0.2374
CVE-2004-0127,0.02194,0.81761
CVE-2004-0128,0.08306,0.94743
CVE-2004-0129,0.09332,0.95219
CVE-2004-0130,0.01548,0.74016
CVE-2004-0131,0.03542,0.88862
CVE-2004-0132,0.02375,0.83178
CVE-2004-0133,0.00371,0.28476
CVE-2004-0134,0.00337,0.2448
CVE-2004-0135,0.0034,0.24909
CVE-2004-0136,0.00355,0.26677
CVE-2004-0137,0.00334,0.24194
CVE-2004-0138,0.00427,0.34403
CVE-2004-0139,0.01703,0.76309
CVE-2004-0143,0.02767,0.85733
CVE-2004-0148,0.00442,0.35859
CVE-2004-0149,0.00508,0.41022
CVE-2004-0150,0.05084,0.92045
CVE-2004-0151,0.00397,0.313
CVE-2004-0152,0.04146,0.90495
CVE-2004-0153,0.03728,0.8942
CVE-2004-0154,0.01734,0.76715
CVE-2004-0155,0.03625,0.89116
CVE-2004-0156,0.03504,0.88753
CVE-2004-0157,0.00422,0.3401
CVE-2004-0158,0.0089,0.57751
CVE-2004-0159,0.09022,0.95108
CVE-2004-0160,0.00406,0.32217
CVE-2004-0161,0.02383,0.83227
CVE-2004-0162,0.02383,0.83227
CVE-2004-0163,0.01616,0.75035
CVE-2004-0164,0.06664,0.93656
CVE-2004-0165,0.03807,0.89651
CVE-2004-0166,0.02068,0.80637
CVE-2004-0167,0.02272,0.82379
CVE-2004-0168,0.02156,0.8144
CVE-2004-0169,0.03474,0.88659
CVE-2004-0171,0.03169,0.8752
CVE-2004-0172,0.00477,0.38722
CVE-2004-0173,0.15763,0.96756
CVE-2004-0174,0.11549,0.9589
CVE-2004-0175,0.0182,0.77874
CVE-2004-0176,0.67092,0.99279
CVE-2004-0177,0.02603,0.84755
CVE-2004-0178,0.00442,0.35853
CVE-2004-0179,0.11056,0.95772
CVE-2004-0180,0.01832,0.78016
CVE-2004-0181,0.00423,0.34107
CVE-2004-0182,0.01344,0.70251
CVE-2004-0183,0.05622,0.92672
CVE-2004-0184,0.60346,0.99114
CVE-2004-0185,0.07449,0.9425
CVE-2004-0186,0.01595,0.74723
CVE-2004-0188,0.00477,0.38722
CVE-2004-0189,0.13807,0.96393
CVE-2004-0190,0.01394,0.71272
CVE-2004-0191,0.01609,0.74935
CVE-2004-0192,0.0448,0.91123
CVE-2004-0193,0.07998,0.94569
CVE-2004-0194,0.10737,0.9568
CVE-2004-0197,0.26263,0.97936
CVE-2004-0199,0.26133,0.97927
CVE-2004-0200,0.49024,0.98844
CVE-2004-0201,0.45314,0.98749
CVE-2004-0202,0.26301,0.97937
CVE-2004-0203,0.20982,0.97492
CVE-2004-0204,0.72368,0.99422
CVE-2004-0205,0.24476,0.97805
CVE-2004-0206,0.74657,0.99488
CVE-2004-0207,0.01824,0.7793
CVE-2004-0208,0.0155,0.7407
CVE-2004-0209,0.57383,0.9905
CVE-2004-0210,0.07214,0.94106
CVE-2004-0211,0.01949,0.79401
CVE-2004-0212,0.635,0.99188
CVE-2004-0213,0.2007,0.97365
CVE-2004-0214,0.46978,0.98793
CVE-2004-0215,0.15634,0.96732
CVE-2004-0216,0.48671,0.98833
CVE-2004-0217,0.00458,0.37208
CVE-2004-0218,0.03182,0.87573
CVE-2004-0219,0.0311,0.87283
CVE-2004-0220,0.04604,0.91343
CVE-2004-0221,0.03619,0.89104
CVE-2004-0222,0.0365,0.89194
CVE-2004-0224,0.03257,0.879
CVE-2004-0226,0.03936,0.90015
CVE-2004-0227,0.03218,0.87729
CVE-2004-0228,0.00772,0.53849
CVE-2004-0229,0.00407,0.3232
CVE-2004-0230,0.80286,0.99611
CVE-2004-0231,0.0038,0.29408
CVE-2004-0232,0.02945,0.86611
CVE-2004-0233,0.01095,0.64179
CVE-2004-0234,0.10262,0.95535
CVE-2004-0235,0.04122,0.90442
CVE-2004-0236,0.02226,0.82025
CVE-2004-0237,0.07266,0.94137
CVE-2004-0238,0.05156,0.92138
CVE-2004-0239,0.03306,0.88091
CVE-2004-0240,0.01488,0.73012
CVE-2004-0241,0.06028,0.93102
CVE-2004-0242,0.06926,0.93878
CVE-2004-0243,0.01682,0.76015
CVE-2004-0244,0.01101,0.64322
CVE-2004-0245,0.03158,0.87478
CVE-2004-0246,0.04423,0.91013
CVE-2004-0247,0.03438,0.88534
CVE-2004-0248,0.0149,0.73053
CVE-2004-0249,0.04931,0.91828
CVE-2004-0250,0.03191,0.87605
CVE-2004-0251,0.0199,0.79823
CVE-2004-0252,0.01591,0.74671
CVE-2004-0253,0.01963,0.7953
CVE-2004-0254,0.0199,0.79824
CVE-2004-0255,0.07379,0.9421
CVE-2004-0256,0.00348,0.25826
CVE-2004-0257,0.02473,0.83888
CVE-2004-0258,0.07207,0.941
CVE-2004-0259,0.02063,0.80578
CVE-2004-0260,0.01351,0.70388
CVE-2004-0261,0.04766,0.91586
CVE-2004-0262,0.05178,0.92163
CVE-2004-0263,0.03886,0.89867
CVE-2004-0264,0.0324,0.87805
CVE-2004-0265,0.04634,0.91391
CVE-2004-0266,0.02051,0.80464
CVE-2004-0267,0.00462,0.37503
