#model_version:v2026.06.15,score_date:2026-09-24T12:00:20Z
cve,epss,percentile
CVE-2002-0001,0.03369,0.8827
CVE-2002-0002,0.05283,0.9226
CVE-2002-0003,0.01833,0.77955
CVE-2002-0004,0.01343,0.70138
CVE-2002-0005,0.15536,0.96706
CVE-2002-0006,0.08087,0.94605
CVE-2002-0007,0.02371,0.83096
CVE-2002-0008,0.01855,0.7825
CVE-2002-0009,0.01194,0.66676
CVE-2002-0010,0.02281,0.82401
CVE-2002-0011,0.01395,0.71188
CVE-2002-0012,0.24088,0.97766
CVE-2002-0013,0.51126,0.98896
CVE-2002-0014,0.02179,0.81559
CVE-2002-0017,0.0325,0.87807
CVE-2002-0018,0.16402,0.96866
CVE-2002-0020,0.16946,0.96955
CVE-2002-0021,0.14242,0.96463
CVE-2002-0022,0.39767,0.98572
CVE-2002-0023,0.37026,0.98463
CVE-2002-0024,0.04331,0.90815
CVE-2002-0025,0.14209,0.96455
CVE-2002-0026,0.13325,0.96263
CVE-2002-0027,0.1932,0.97249
CVE-2002-0028,0.05271,0.92248
CVE-2002-0029,0.09861,0.95397
CVE-2002-0030,0.00902,0.57967
CVE-2002-0031,0.04943,0.91823
CVE-2002-0032,0.03871,0.89799
CVE-2002-0033,0.23078,0.97683
CVE-2002-0034,0.01949,0.79338
CVE-2002-0036,0.04525,0.9117
CVE-2002-0037,0.02631,0.84884
CVE-2002-0038,0.01632,0.75202
CVE-2002-0039,0.01272,0.68579
CVE-2002-0040,0.00332,0.23629
CVE-2002-0041,0.01632,0.75203
CVE-2002-0042,0.00328,0.23177
CVE-2002-0043,0.0093,0.58911
CVE-2002-0044,0.00351,0.25979
CVE-2002-0045,0.02222,0.81931
CVE-2002-0046,0.02682,0.852
CVE-2002-0047,0.01677,0.75866
CVE-2002-0048,0.34016,0.98346
CVE-2002-0049,0.13305,0.96258
CVE-2002-0050,0.13216,0.96237
CVE-2002-0051,0.00785,0.54132
CVE-2002-0052,0.18223,0.97112
CVE-2002-0053,0.35026,0.98383
CVE-2002-0054,0.22438,0.97617
CVE-2002-0055,0.34694,0.9837
CVE-2002-0056,0.24864,0.97831
CVE-2002-0057,0.19175,0.97232
CVE-2002-0058,0.08587,0.94883
CVE-2002-0059,0.09691,0.95333
CVE-2002-0060,0.04894,0.91748
CVE-2002-0061,0.50371,0.98873
CVE-2002-0062,0.00489,0.39421
CVE-2002-0063,0.03835,0.89699
CVE-2002-0064,0.00369,0.27955
CVE-2002-0065,0.00251,0.1463
CVE-2002-0066,0.01635,0.75249
CVE-2002-0067,0.03651,0.89162
CVE-2002-0068,0.09449,0.95246
CVE-2002-0069,0.02783,0.85788
CVE-2002-0070,0.18464,0.97144
CVE-2002-0071,0.33643,0.98332
CVE-2002-0072,0.56627,0.9903
CVE-2002-0073,0.56391,0.99025
CVE-2002-0074,0.33789,0.98338
CVE-2002-0075,0.33789,0.98337
CVE-2002-0076,0.26861,0.97964
CVE-2002-0077,0.11471,0.95863
CVE-2002-0078,0.21947,0.97574
CVE-2002-0079,0.77341,0.99542
CVE-2002-0080,0.00525,0.42031
CVE-2002-0081,0.24256,0.97779
CVE-2002-0082,0.29662,0.98132
CVE-2002-0083,0.14688,0.96544
CVE-2002-0084,0.20716,0.97451
CVE-2002-0085,0.01797,0.77479
CVE-2002-0086,0.00429,0.34424
CVE-2002-0087,0.00342,0.24922
CVE-2002-0088,0.00388,0.30091
CVE-2002-0089,0.004,0.31359
CVE-2002-0090,0.00514,0.41224
CVE-2002-0091,0.02133,0.81181
CVE-2002-0092,0.01846,0.78127
CVE-2002-0093,0.00571,0.44818
CVE-2002-0094,0.03287,0.87981
CVE-2002-0095,0.0279,0.85814
CVE-2002-0096,0.00392,0.30517
CVE-2002-0097,0.01588,0.74544
CVE-2002-0098,0.06881,0.9382
CVE-2002-0099,0.01832,0.77953
CVE-2002-0100,0.01648,0.75448
CVE-2002-0101,0.12405,0.9606
CVE-2002-0102,0.04069,0.90288
CVE-2002-0103,0.00615,0.47144
CVE-2002-0104,0.01522,0.73497
CVE-2002-0105,0.00346,0.25312
CVE-2002-0106,0.07092,0.93996
CVE-2002-0107,0.07853,0.94475
CVE-2002-0108,0.03283,0.8796
CVE-2002-0109,0.01675,0.75837
CVE-2002-0110,0.00424,0.33963
CVE-2002-0111,0.02585,0.8458
CVE-2002-0112,0.08134,0.94635
CVE-2002-0113,0.00371,0.28193
CVE-2002-0114,0.00371,0.28193
CVE-2002-0115,0.0364,0.89115
CVE-2002-0116,0.01632,0.75203
CVE-2002-0117,0.02844,0.86098
CVE-2002-0118,0.07101,0.94003
CVE-2002-0119,0.01939,0.7923
CVE-2002-0120,0.00341,0.24785
CVE-2002-0121,0.01183,0.66397
CVE-2002-0122,0.01741,0.76733
CVE-2002-0123,0.03251,0.87813
CVE-2002-0124,0.02039,0.80266
CVE-2002-0125,0.0046,0.37192
CVE-2002-0126,0.04172,0.90513
CVE-2002-0127,0.01258,0.68274
CVE-2002-0128,0.10113,0.95479
CVE-2002-0129,0.00345,0.25165
CVE-2002-0130,0.00465,0.37555
CVE-2002-0131,0.06574,0.93575
CVE-2002-0132,0.01168,0.65964
CVE-2002-0133,0.04858,0.91698
CVE-2002-0134,0.0351,0.88738
CVE-2002-0135,0.03178,0.87518
CVE-2002-0136,0.07696,0.9438
CVE-2002-0137,0.00752,0.53023
CVE-2002-0138,0.00329,0.23259
CVE-2002-0139,0.0245,0.83684
CVE-2002-0140,0.03528,0.88781
CVE-2002-0141,0.00295,0.19693
CVE-2002-0142,0.0308,0.87131
CVE-2002-0143,0.00796,0.54533
CVE-2002-0144,0.01926,0.79062
CVE-2002-0145,0.01571,0.74288
CVE-2002-0146,0.01491,0.72986
CVE-2002-0147,0.61761,0.99145
CVE-2002-0148,0.64489,0.9921
CVE-2002-0149,0.62704,0.99168
CVE-2002-0150,0.49477,0.98851
CVE-2002-0151,0.03257,0.87865
CVE-2002-0152,0.1737,0.97011
CVE-2002-0153,0.17747,0.97057
CVE-2002-0154,0.24864,0.97831
CVE-2002-0155,0.24104,0.97768
CVE-2002-0157,0.0035,0.25891
CVE-2002-0158,0.01058,0.62979
CVE-2002-0159,0.05439,0.9242
CVE-2002-0160,0.02384,0.83183
CVE-2002-0162,0.00772,0.53722
CVE-2002-0163,0.15054,0.96606
CVE-2002-0164,0.00427,0.34237
CVE-2002-0165,0.00358,0.26851
CVE-2002-0166,0.01797,0.77481
CVE-2002-0167,0.02425,0.83497
CVE-2002-0168,0.02425,0.83497
CVE-2002-0169,0.00406,0.32077
CVE-2002-0170,0.01584,0.74494
CVE-2002-0171,0.0175,0.76846
CVE-2002-0172,0.00363,0.27369
CVE-2002-0173,0.00392,0.30566
CVE-2002-0174,0.00346,0.25311
CVE-2002-0175,0.00467,0.37726
CVE-2002-0176,0.00468,0.3783
CVE-2002-0177,0.09549,0.95285
CVE-2002-0178,0.00622,0.4755
CVE-2002-0179,0.03215,0.87675
CVE-2002-0180,0.04416,0.90973
CVE-2002-0181,0.01847,0.78138
CVE-2002-0184,0.01199,0.6681
CVE-2002-0185,0.04166,0.90501
CVE-2002-0186,0.55455,0.99003
CVE-2002-0187,0.13893,0.96397
CVE-2002-0188,0.16347,0.9685
CVE-2002-0189,0.13606,0.9633
CVE-2002-0190,0.24002,0.9776
CVE-2002-0191,0.28982,0.98096
CVE-2002-0193,0.33339,0.98318
CVE-2002-0196,0.01575,0.74359
CVE-2002-0197,0.0245,0.83684
CVE-2002-0198,0.05332,0.9231
CVE-2002-0199,0.03364,0.88253
CVE-2002-0200,0.07276,0.94132
CVE-2002-0201,0.21109,0.97498
CVE-2002-0202,0.00404,0.31886
CVE-2002-0203,0.01878,0.78517
CVE-2002-0204,0.03215,0.87674
CVE-2002-0205,0.01588,0.74543
