#model_version:v2026.06.15,score_date:2026-09-17T12:00:22Z
cve,epss,percentile
CVE-2001-0001,0.0237,0.83005
CVE-2001-0002,0.20212,0.97337
CVE-2001-0003,0.07371,0.94108
CVE-2001-0004,0.28215,0.98019
CVE-2001-0005,0.0151,0.73192
CVE-2001-0006,0.03002,0.86728
CVE-2001-0007,0.0755,0.94212
CVE-2001-0008,0.13307,0.96201
CVE-2001-0009,0.09336,0.95132
CVE-2001-0010,0.31624,0.98203
CVE-2001-0011,0.07654,0.94281
CVE-2001-0012,0.03531,0.88678
CVE-2001-0013,0.10751,0.95603
CVE-2001-0014,0.13344,0.96213
CVE-2001-0015,0.03182,0.8744
CVE-2001-0016,0.02074,0.80541
CVE-2001-0017,0.17341,0.96957
CVE-2001-0018,0.18303,0.97078
CVE-2001-0019,0.00293,0.2203
CVE-2001-0020,0.00523,0.43168
CVE-2001-0021,0.13461,0.96241
CVE-2001-0022,0.1257,0.96034
CVE-2001-0023,0.14386,0.9644
CVE-2001-0024,0.05445,0.92334
CVE-2001-0025,0.12271,0.95978
CVE-2001-0026,0.08436,0.94726
CVE-2001-0027,0.06492,0.9342
CVE-2001-0028,0.07136,0.93953
CVE-2001-0029,0.06095,0.93066
CVE-2001-0030,0.00388,0.32607
CVE-2001-0031,0.01448,0.72045
CVE-2001-0032,0.04349,0.90745
CVE-2001-0033,0.00484,0.40637
CVE-2001-0034,0.00964,0.60011
CVE-2001-0035,0.0247,0.83724
CVE-2001-0036,0.00448,0.38127
CVE-2001-0037,0.07938,0.94445
CVE-2001-0038,0.03326,0.88005
CVE-2001-0039,0.0242,0.83369
CVE-2001-0040,0.00858,0.56738
CVE-2001-0041,0.12137,0.95948
CVE-2001-0042,0.09574,0.95222
CVE-2001-0043,0.03149,0.8731
CVE-2001-0044,0.00408,0.34668
CVE-2001-0045,0.08433,0.94724
CVE-2001-0046,0.04977,0.91778
CVE-2001-0047,0.05644,0.9258
CVE-2001-0048,0.02007,0.79878
CVE-2001-0049,0.03104,0.87126
CVE-2001-0050,0.14573,0.96474
CVE-2001-0051,0.0279,0.85727
CVE-2001-0052,0.0121,0.66966
CVE-2001-0053,0.17929,0.9703
CVE-2001-0054,0.12049,0.95931
CVE-2001-0055,0.01291,0.68835
CVE-2001-0056,0.01387,0.70914
CVE-2001-0057,0.01291,0.68835
CVE-2001-0058,0.01657,0.7546
CVE-2001-0059,0.00695,0.51344
CVE-2001-0060,0.02774,0.85656
CVE-2001-0061,0.00367,0.30408
CVE-2001-0062,0.00332,0.26425
CVE-2001-0063,0.00366,0.30308
CVE-2001-0064,0.0186,0.7821
CVE-2001-0065,0.04828,0.91545
CVE-2001-0066,0.01012,0.61546
CVE-2001-0067,0.00341,0.27499
CVE-2001-0068,0.01529,0.7349
CVE-2001-0069,0.00404,0.34332
CVE-2001-0070,0.04123,0.90303
CVE-2001-0071,0.00399,0.33813
CVE-2001-0072,0.01969,0.79432
CVE-2001-0073,0.00391,0.32881
CVE-2001-0074,0.02961,0.86544
CVE-2001-0075,0.06476,0.93405
CVE-2001-0076,0.05209,0.92087
CVE-2001-0077,0.01372,0.70621
