#model_version:v2026.06.15,score_date:2026-08-23T12:03:05Z
cve,epss,percentile
CVE-2018-0001,0.06335,0.93183
CVE-2018-0002,0.01663,0.7451
CVE-2018-0003,0.0091,0.56841
CVE-2018-0004,0.01246,0.6654
CVE-2018-0005,0.00584,0.45247
CVE-2018-0006,0.0072,0.50809
CVE-2018-0007,0.01969,0.78642
CVE-2018-0008,0.00452,0.37716
CVE-2018-0009,0.01269,0.67094
CVE-2018-0010,0.00662,0.48684
CVE-2018-0011,0.00829,0.54395
CVE-2018-0012,0.00337,0.26816
CVE-2018-0013,0.01222,0.65958
CVE-2018-0014,0.00557,0.43926
CVE-2018-0015,0.01373,0.69472
CVE-2018-0016,0.04369,0.90554
CVE-2018-0017,0.01884,0.77608
CVE-2018-0018,0.01378,0.69591
CVE-2018-0019,0.01475,0.7144
CVE-2018-0020,0.01364,0.69289
CVE-2018-0021,0.00578,0.44945
CVE-2018-0022,0.0229,0.81739
CVE-2018-0023,0.00298,0.22532
CVE-2018-0024,0.00378,0.3106
CVE-2018-0025,0.01424,0.70461
CVE-2018-0026,0.01779,0.7621
CVE-2018-0027,0.02557,0.83822
CVE-2018-0029,0.0056,0.44055
CVE-2018-0030,0.02425,0.82839
CVE-2018-0031,0.01263,0.66967
CVE-2018-0032,0.01708,0.75193
CVE-2018-0034,0.02152,0.80515
CVE-2018-0035,0.01176,0.64724
CVE-2018-0037,0.03769,0.89128
CVE-2018-0038,0.01035,0.60768
CVE-2018-0039,0.00861,0.55368
CVE-2018-0040,0.01434,0.70652
CVE-2018-0041,0.01129,0.63426
CVE-2018-0042,0.00979,0.59049
CVE-2018-0043,0.01158,0.64226
CVE-2018-0044,0.0149,0.71706
CVE-2018-0045,0.01148,0.63944
CVE-2018-0046,0.02283,0.81676
CVE-2018-0047,0.01207,0.65531
CVE-2018-0048,0.02887,0.85766
CVE-2018-0049,0.02211,0.8106
CVE-2018-0050,0.02428,0.82864
CVE-2018-0051,0.01609,0.73651
CVE-2018-0052,0.05257,0.91968
CVE-2018-0053,0.0049,0.40204
CVE-2018-0054,0.00647,0.4808
CVE-2018-0055,0.00607,0.46275
CVE-2018-0056,0.00618,0.46772
CVE-2018-0057,0.01006,0.59894
CVE-2018-0058,0.01406,0.70132
CVE-2018-0059,0.00803,0.53536
CVE-2018-0060,0.0106,0.61474
CVE-2018-0061,0.02265,0.81523
CVE-2018-0062,0.02265,0.81522
CVE-2018-0063,0.00637,0.47625
CVE-2018-0086,0.02095,0.79974
CVE-2018-0087,0.02565,0.83878
CVE-2018-0088,0.00413,0.34601
CVE-2018-0089,0.00881,0.5599
CVE-2018-0090,0.02413,0.82746
CVE-2018-0091,0.01489,0.71695
CVE-2018-0092,0.00382,0.31552
CVE-2018-0093,0.01489,0.71694
CVE-2018-0094,0.02095,0.79975
CVE-2018-0095,0.00404,0.3383
CVE-2018-0096,0.01345,0.68839
CVE-2018-0097,0.01508,0.72041
CVE-2018-0098,0.01134,0.6354
CVE-2018-0099,0.02967,0.8614
CVE-2018-0100,0.00463,0.38475
CVE-2018-0101,0.73046,0.99428
CVE-2018-0102,0.00708,0.50402
CVE-2018-0103,0.02486,0.83287
CVE-2018-0104,0.037,0.88909
CVE-2018-0105,0.01739,0.75649
CVE-2018-0106,0.00296,0.22321
CVE-2018-0107,0.00827,0.54347
CVE-2018-0108,0.02004,0.79051
CVE-2018-0109,0.01407,0.70151
CVE-2018-0110,0.0144,0.70739
CVE-2018-0111,0.01883,0.776
CVE-2018-0112,0.02647,0.84413
CVE-2018-0113,0.01927,0.7815
CVE-2018-0114,0.42651,0.98648
CVE-2018-0115,0.00503,0.40906
CVE-2018-0116,0.01565,0.72973
CVE-2018-0117,0.01639,0.7415
CVE-2018-0118,0.02227,0.81198
CVE-2018-0119,0.01522,0.7226
CVE-2018-0120,0.01645,0.74247
CVE-2018-0121,0.02049,0.79493
CVE-2018-0122,0.00373,0.30614
CVE-2018-0123,0.00359,0.29142
CVE-2018-0124,0.04461,0.90737
CVE-2018-0125,0.55186,0.9898
CVE-2018-0127,0.77484,0.99538
