#model_version:v2026.06.15,score_date:2026-09-25T12:03:13Z
cve,epss,percentile
CVE-2010-0001,0.04774,0.91583
CVE-2010-0002,0.00674,0.50073
CVE-2010-0003,0.00415,0.33118
CVE-2010-0004,0.02602,0.84715
CVE-2010-0005,0.01688,0.76072
CVE-2010-0006,0.03564,0.88909
CVE-2010-0007,0.004,0.31495
CVE-2010-0008,0.0452,0.91176
CVE-2010-0009,0.05351,0.9234
CVE-2010-0010,0.43421,0.98692
CVE-2010-0011,0.02135,0.81233
CVE-2010-0012,0.04194,0.90574
CVE-2010-0013,0.12496,0.96082
CVE-2010-0014,0.00686,0.50599
CVE-2010-0015,0.03126,0.87334
CVE-2010-0016,0.0867,0.94937
CVE-2010-0017,0.30879,0.98196
CVE-2010-0018,0.26523,0.97943
CVE-2010-0019,0.14368,0.96493
CVE-2010-0020,0.32032,0.98254
CVE-2010-0021,0.1348,0.96305
CVE-2010-0022,0.78338,0.99567
CVE-2010-0023,0.01812,0.77728
CVE-2010-0024,0.10746,0.95675
CVE-2010-0025,0.21491,0.97535
CVE-2010-0026,0.01571,0.74323
CVE-2010-0027,0.33985,0.98345
CVE-2010-0028,0.48452,0.98825
CVE-2010-0029,0.22456,0.97621
CVE-2010-0030,0.2467,0.97815
CVE-2010-0031,0.21221,0.9751
CVE-2010-0032,0.21221,0.97511
CVE-2010-0033,0.51073,0.98894
CVE-2010-0034,0.28849,0.98089
CVE-2010-0035,0.16349,0.96853
CVE-2010-0036,0.03801,0.89615
CVE-2010-0037,0.04963,0.91869
CVE-2010-0038,0.0036,0.27129
CVE-2010-0039,0.01722,0.76524
CVE-2010-0040,0.0647,0.93498
CVE-2010-0041,0.02516,0.8416
CVE-2010-0042,0.02516,0.8416
CVE-2010-0043,0.058,0.92852
CVE-2010-0044,0.0153,0.73673
CVE-2010-0045,0.04403,0.90963
CVE-2010-0046,0.05927,0.92988
CVE-2010-0047,0.0504,0.91976
CVE-2010-0048,0.0504,0.91976
CVE-2010-0049,0.10936,0.95736
CVE-2010-0050,0.11637,0.95905
CVE-2010-0051,0.02796,0.85866
CVE-2010-0052,0.0605,0.93112
CVE-2010-0053,0.0605,0.93112
CVE-2010-0054,0.0605,0.93112
CVE-2010-0055,0.01981,0.79671
CVE-2010-0056,0.02531,0.84261
CVE-2010-0057,0.01209,0.67142
CVE-2010-0058,0.01588,0.7458
CVE-2010-0059,0.04566,0.91266
CVE-2010-0060,0.0284,0.86099
CVE-2010-0062,0.03719,0.89376
CVE-2010-0063,0.0157,0.74318
